transaction_id,case_id,transaction_type,transaction_date,amount_gbp,hours_worked,payment_status
TXN000424,CASE0160,Timesheet,27/11/2021,21554,,Paid
TXN000425,CASE0363,Other,06/02/2023,15089,,Unpaid
TXN000426,CASE0086,Timesheet,08/02/2022,11874,,Overdue
TXN000427,CASE0137,Timesheet,14/12/2023,20347,36.4,Overdue
TXN000428,CASE0392,Payment,03/06/2022,46522,,Unpaid
TXN000429,CASE0021,Invoice,14/07/2021,32738,,Unpaid
TXN000430,CASE0172,Expense,21/06/2022,31575,,Unpaid
TXN000431,CASE0317,Timesheet,30/09/2023,14555,,Paid
TXN000432,CASE0499,Other,07/10/2022,25359,,Paid
TXN000433,CASE0420,Expense,21/03/2021,17215,,Overdue
TXN000434,CASE0109,Other,16/08/2023,24129,,Pending
TXN000435,CASE0253,Expense,25/10/2022,10460,,Unpaid
TXN000436,CASE0268,Timesheet,17/08/2021,34231,35.9,Paid
TXN000437,CASE0457,Other,02/12/2022,9116,,Unpaid
TXN000438,CASE0104,Expense,26/05/2022,43037,,Unpaid
TXN000439,CASE0111,Expense,20/10/2022,44595,,Unpaid
TXN000440,CASE0331,Other,06/04/2022,3223,,Pending
TXN000441,CASE0181,Invoice,07/02/2022,35225,,Unpaid
TXN000442,CASE0063,Payment,22/05/2022,16793,,Paid
TXN000443,CASE0296,Timesheet,23/05/2022,28639,38.7,Overdue
TXN000444,CASE0003,Timesheet,20/04/2022,31773,27.5,Paid
TXN000445,CASE0278,Invoice,05/08/2021,35921,,Paid
TXN000446,CASE0116,Timesheet,28/10/2021,10498,3.2,Pending
TXN000447,CASE0299,Expense,03/02/2021,42735,,Overdue
TXN000448,CASE0130,Expense,02/08/2021,27250,,Paid
TXN000449,CASE0404,Timesheet,23/10/2022,31320,11.5,Paid
TXN000450,CASE0028,Invoice,12/04/2022,30401,,Overdue
TXN000451,CASE0379,Timesheet,09/07/2023,47364,22.5,Pending
TXN000452,CASE0367,Invoice,11/12/2023,28983,,Overdue
TXN000453,CASE0307,Other,20/05/2023,647,,Overdue
TXN000454,CASE0352,Other,24/06/2023,3498,,Unpaid
TXN000455,CASE0269,Timesheet,21/01/2022,14659,19.2,Unpaid
TXN000456,CASE0195,Expense,09/03/2021,30242,,Unpaid
TXN000457,CASE0092,Expense,16/02/2021,37313,,Overdue
TXN000458,CASE0108,Invoice,16/03/2021,27366,,Overdue
TXN000459,CASE0380,Payment,10/01/2022,19418,,Overdue
TXN000460,CASE0028,Invoice,20/04/2021,26600,,Unpaid
TXN000461,CASE0180,Other,13/11/2022,21198,,Paid
TXN000462,CASE0177,Payment,08/08/2022,29059,,Overdue
TXN000463,CASE0375,Timesheet,22/05/2023,18691,10.5,Overdue
TXN000464,CASE0303,Timesheet,12/03/2021,7280,,Unpaid
TXN000465,CASE0236,Invoice,23/10/2021,11594,,Pending
TXN000466,CASE0424,Other,08/11/2022,21576,,Overdue
TXN000467,CASE0089,Other,27/10/2021,46543,,Paid
TXN000468,CASE0493,Expense,29/06/2023,13265,,Paid
TXN000469,CASE0376,Expense,24/08/2021,43113,,Paid
TXN000470,CASE0435,Invoice,20/02/2023,4391,,Overdue
TXN000471,CASE0112,Expense,25/07/2023,41517,,Paid
TXN000472,CASE0332,Timesheet,02/02/2023,30615,3.9,Unpaid
TXN000473,CASE0487,Other,17/02/2022,32429,,Overdue
TXN000474,CASE0091,Expense,05/11/2021,43911,,Unpaid
TXN000475,CASE0302,Timesheet,17/09/2022,22865,16.8,Paid
TXN000476,CASE0403,Timesheet,08/05/2023,14003,24.9,Unpaid
TXN000477,CASE0047,Other,22/06/2021,23166,,Paid
TXN000478,CASE0210,Expense,04/02/2022,10651,,Paid
TXN000479,CASE0145,Payment,22/11/2021,32372,,Paid
TXN000480,CASE0427,Invoice,29/03/2021,18265,,Paid
TXN000481,CASE0484,Other,04/03/2021,29571,,Overdue
TXN000482,CASE0355,Invoice,30/12/2021,36958,,Overdue
TXN000483,CASE0239,Invoice,23/07/2021,24495,,Overdue
TXN000484,CASE0301,Payment,26/08/2022,2669,,Paid
TXN000485,CASE0484,Invoice,04/06/2023,12880,,Pending
TXN000486,CASE0151,Other,21/06/2021,32950,,Overdue
TXN000487,CASE0413,Expense,21/06/2021,16459,,Overdue
TXN000488,CASE0499,Invoice,29/07/2022,19574,,Overdue
TXN000489,CASE0293,Expense,27/11/2023,618,,Pending
TXN000490,CASE0493,Timesheet,29/07/2021,19501,5.4,Paid
TXN000491,CASE0275,Other,02/08/2023,25288,,Unpaid
TXN000492,CASE0326,Expense,14/11/2021,38490,,Pending
TXN000493,CASE0155,Invoice,24/09/2023,38822,,Overdue
TXN000494,CASE0229,Other,10/06/2022,2626,,Pending
TXN000495,CASE0422,Timesheet,27/07/2022,23114,,Pending
TXN000496,CASE0293,Timesheet,07/04/2023,13809,19.3,Overdue
TXN000497,CASE0024,Expense,03/01/2022,40206,,Pending
TXN000498,CASE0074,Other,07/08/2021,7754,,Unpaid
TXN000499,CASE0302,Invoice,18/12/2022,34312,,Pending
TXN000500,CASE0406,Timesheet,14/09/2022,16955,,Paid
TXN000501,CASE0013,Other,28/09/2021,13310,,Unpaid
TXN000502,CASE0075,Payment,07/10/2022,30292,,Pending
TXN000503,CASE0187,Expense,16/09/2022,23081,,Overdue
TXN000504,CASE0202,Invoice,20/02/2022,28332,,Paid
TXN000505,CASE0263,Invoice,23/09/2023,24202,,Overdue
TXN000506,CASE0329,Other,18/06/2021,14497,,Unpaid
TXN000507,CASE0393,Payment,20/04/2022,43561,,Unpaid
TXN000508,CASE0446,Invoice,27/07/2022,34038,,Unpaid
TXN000509,CASE0309,Other,25/10/2022,24430,,Paid
TXN000510,CASE0216,Expense,21/04/2021,33653,,Overdue
TXN000511,CASE0209,Invoice,29/10/2023,34423,,Paid
TXN000512,CASE0156,Expense,23/08/2022,32976,,Pending
TXN000513,CASE0029,Other,25/02/2023,33767,,Unpaid
TXN000514,CASE0404,Other,16/12/2021,43758,,Paid
TXN000515,CASE0382,Invoice,07/12/2022,32423,,Unpaid
TXN000516,CASE0380,Payment,11/11/2021,45062,,Unpaid
TXN000517,CASE0491,Other,01/07/2023,15259,,Pending
TXN000518,CASE0444,Expense,16/05/2023,729,,Overdue
TXN000519,CASE0446,Expense,12/01/2022,36652,,Overdue
TXN000520,CASE0352,Invoice,20/12/2021,44754,,Overdue
TXN000521,CASE0083,Payment,22/03/2023,22826,,Paid
TXN000522,CASE0029,Timesheet,07/09/2023,600,,Paid
TXN000523,CASE0102,Payment,18/10/2023,3195,,Paid
TXN000524,CASE0390,Expense,03/04/2021,22061,,Pending
TXN000525,CASE0166,Invoice,30/11/2021,40640,,Paid
TXN000526,CASE0177,Expense,17/04/2022,43978,,Pending
TXN000527,CASE0025,Payment,16/08/2021,20190,,Unpaid
TXN000528,CASE0448,Expense,08/07/2022,40880,,Overdue
TXN000529,CASE0029,Expense,19/02/2021,24138,,Unpaid
TXN000530,CASE0429,Expense,08/11/2021,2661,,Paid
TXN000531,CASE0150,Payment,10/02/2022,32442,,Unpaid
TXN000532,CASE0162,Expense,18/04/2021,13905,,Overdue
TXN000533,CASE0028,Timesheet,02/12/2022,46844,23.4,Unpaid
TXN000534,CASE0398,Invoice,01/10/2022,25545,,Pending
TXN000535,CASE0339,Payment,23/11/2022,31989,,Paid
TXN000536,CASE0032,Expense,08/03/2021,6110,,Paid
TXN000537,CASE0254,Payment,16/08/2021,40752,,Pending
TXN000538,CASE0401,Expense,06/03/2023,21889,,Unpaid
TXN000539,CASE0022,Other,06/09/2021,31075,,Overdue
TXN000540,CASE0495,Expense,05/12/2023,16137,,Pending
TXN000541,CASE0226,Expense,28/05/2022,29846,,Paid
TXN000542,CASE0275,Payment,13/03/2021,5692,,Overdue
TXN000543,CASE0199,Expense,24/08/2023,46491,,Overdue
TXN000544,CASE0234,Other,17/11/2021,15575,,Pending
TXN000545,CASE0414,Payment,15/04/2023,34256,,Unpaid
TXN000546,CASE0049,Invoice,20/07/2022,2018,,Overdue
TXN000547,CASE0381,Other,26/11/2021,12394,,Overdue
TXN000548,CASE0155,Payment,08/10/2023,13111,,Paid
TXN000549,CASE0069,Payment,27/06/2022,17023,,Overdue
TXN000550,CASE0128,Other,20/09/2023,13769,,Unpaid
TXN000551,CASE0145,Timesheet,31/07/2022,27133,35.8,Unpaid
TXN000552,CASE0318,Invoice,06/08/2023,19587,,Pending
TXN000553,CASE0361,Other,02/11/2022,35874,,Paid
TXN000554,CASE0091,Timesheet,04/10/2023,27386,30.1,Paid
TXN000555,CASE0234,Expense,19/10/2021,13077,,Unpaid
TXN000556,CASE0466,Other,21/12/2023,10712,,Unpaid
TXN000557,CASE0208,Timesheet,13/09/2023,26798,13.2,Overdue
TXN000558,CASE0467,Other,05/10/2022,6191,,Paid
TXN000559,CASE0428,Expense,21/06/2022,2071,,Overdue
TXN000560,CASE0110,Invoice,11/04/2023,9895,,Unpaid
TXN000561,CASE0170,Payment,04/09/2022,33466,,Overdue
TXN000562,CASE0333,Expense,04/11/2021,13942,,Pending
TXN000563,CASE0383,Timesheet,11/06/2023,7016,8.9,Pending
TXN000564,CASE0197,Invoice,15/02/2021,7619,,Unpaid
TXN000565,CASE0282,Other,25/01/2023,10892,,Paid
TXN000566,CASE0478,Invoice,14/02/2022,1691,,Unpaid
TXN000567,CASE0123,Invoice,16/11/2021,33594,,Overdue
TXN000568,CASE0392,Expense,26/12/2022,45180,,Unpaid
TXN000569,CASE0133,Payment,15/07/2023,49132,,Overdue
TXN000570,CASE0138,Other,15/11/2023,47303,,Pending
TXN000571,CASE0498,Invoice,28/04/2021,15997,,Pending
TXN000572,CASE0192,Timesheet,18/02/2021,3216,6.0,Unpaid
TXN000573,CASE0114,Timesheet,12/08/2023,33602,11.2,Unpaid
TXN000574,CASE0159,Other,13/04/2021,25928,,Unpaid
TXN000575,CASE0426,Payment,18/09/2022,16821,,Overdue
TXN000576,CASE0165,Invoice,02/08/2021,19795,,Paid
TXN000577,CASE0188,Invoice,09/04/2022,45084,,Paid
TXN000578,CASE0188,Other,31/10/2023,805,,Pending
TXN000579,CASE0239,Payment,07/05/2021,45340,,Paid
TXN000580,CASE0349,Timesheet,23/06/2021,19115,29.6,Pending
TXN000581,CASE0339,Payment,15/12/2023,27170,,Paid
TXN000582,CASE0071,Invoice,23/01/2021,48715,,Overdue
TXN000583,CASE0338,Timesheet,24/11/2023,30843,7.2,Paid
TXN000584,CASE0015,Expense,03/07/2023,7395,,Paid
TXN000585,CASE0139,Expense,07/07/2023,11610,,Pending
TXN000586,CASE0293,Timesheet,01/08/2022,41625,,Paid
TXN000587,CASE0225,Other,22/01/2022,36999,,Unpaid
TXN000588,CASE0319,Timesheet,02/04/2021,28492,22.9,Pending
TXN000589,CASE0287,Timesheet,18/11/2022,7766,39.3,Paid
TXN000590,CASE0049,Invoice,16/09/2023,25360,,Paid
TXN000591,CASE0158,Other,12/07/2022,4226,,Pending
TXN000592,CASE0428,Payment,16/11/2022,12065,,Overdue
TXN000593,CASE0474,Other,21/12/2022,4469,,Overdue
TXN000594,CASE0216,Invoice,24/01/2023,23238,,Overdue
TXN000595,CASE0099,Timesheet,22/06/2021,20512,,Overdue
TXN000596,CASE0332,Payment,26/03/2023,28174,,Overdue
TXN000597,CASE0147,Invoice,15/11/2023,35467,,Overdue
TXN000598,CASE0236,Payment,14/02/2022,25280,,Overdue
TXN000599,CASE0085,Other,19/08/2022,4124,,Pending
TXN000600,CASE0204,Expense,25/08/2021,12154,,Pending
TXN000601,CASE0283,Timesheet,23/06/2021,3174,11.9,Overdue
TXN000602,CASE0184,Expense,25/12/2021,32981,,Overdue
TXN000603,CASE0226,Invoice,16/02/2022,9831,,Pending
TXN000604,CASE0084,Invoice,05/09/2023,3898,,Overdue
TXN000605,CASE0211,Invoice,24/07/2023,2605,,Unpaid
TXN000606,CASE0436,Expense,10/02/2023,35350,,Overdue
TXN000607,CASE0190,Expense,05/02/2022,8355,,Overdue
TXN000608,CASE0145,Other,17/08/2023,4804,,Pending
TXN000609,CASE0188,Timesheet,28/02/2021,22937,30.5,Paid
TXN000610,CASE0231,Other,01/01/2024,40461,,Paid
TXN000611,CASE0373,Expense,10/06/2021,26671,,Unpaid
TXN000612,CASE0315,Invoice,25/11/2022,1412,,Overdue
TXN000613,CASE0300,Other,21/07/2021,31062,,Overdue
TXN000614,CASE0039,Timesheet,01/12/2023,31988,12.3,Unpaid
TXN000615,CASE0479,Other,03/07/2023,5610,,Paid
TXN000616,CASE0498,Expense,08/02/2022,13563,,Paid
TXN000617,CASE0030,Invoice,14/02/2023,25135,,Unpaid
TXN000618,CASE0429,Other,12/11/2022,38292,,Pending
TXN000619,CASE0045,Invoice,14/07/2023,24703,,Paid
TXN000620,CASE0482,Expense,29/10/2021,26917,,Unpaid
TXN000621,CASE0433,Payment,15/07/2023,20710,,Overdue
TXN000622,CASE0391,Timesheet,10/09/2023,1172,31.7,Paid
TXN000623,CASE0450,Payment,05/04/2023,9603,,Paid
TXN000624,CASE0322,Timesheet,05/04/2022,49931,38.1,Pending
TXN000625,CASE0448,Invoice,04/11/2023,2032,,Unpaid
TXN000626,CASE0233,Expense,21/09/2022,5540,,Unpaid
TXN000627,CASE0280,Payment,22/07/2022,11970,,Pending
TXN000628,CASE0223,Invoice,09/09/2021,26397,,Unpaid
TXN000629,CASE0317,Other,27/07/2022,13428,,Pending
TXN000630,CASE0482,Payment,08/08/2022,37598,,Unpaid
TXN000631,CASE0048,Payment,02/07/2023,15421,,Unpaid
TXN000632,CASE0411,Payment,29/01/2023,46222,,Unpaid
TXN000633,CASE0260,Timesheet,01/06/2021,18407,,Pending
TXN000634,CASE0477,Payment,27/12/2022,33193,,Unpaid
TXN000635,CASE0119,Other,28/08/2021,7136,,Overdue
TXN000636,CASE0453,Other,08/11/2021,23936,,Paid
TXN000637,CASE0313,Payment,04/03/2021,26750,,Unpaid
TXN000638,CASE0191,Invoice,15/03/2023,34370,,Overdue
TXN000639,CASE0293,Other,17/09/2023,4857,,Paid
TXN000640,CASE0339,Payment,01/06/2022,28909,,Unpaid
TXN000641,CASE0112,Payment,28/04/2022,885,,Pending
TXN000642,CASE0284,Timesheet,10/07/2022,19449,,Overdue
TXN000643,CASE0043,Payment,17/03/2023,16943,,Pending
TXN000644,CASE0454,Expense,20/10/2022,17660,,Paid
TXN000645,CASE0189,Timesheet,27/10/2021,25241,0.8,Unpaid
TXN000646,CASE0112,Expense,20/02/2022,41308,,Unpaid
TXN000647,CASE0025,Invoice,05/05/2023,16450,,Unpaid
TXN000648,CASE0376,Invoice,17/11/2022,7381,,Unpaid
TXN000649,CASE0394,Expense,01/11/2021,3267,,Paid
TXN000650,CASE0474,Timesheet,04/09/2021,14418,,Unpaid
TXN000651,CASE0034,Timesheet,14/02/2021,7540,10.0,Unpaid
TXN000652,CASE0278,Payment,08/01/2022,33602,,Pending
TXN000653,CASE0403,Timesheet,23/05/2021,1418,37.1,Overdue
TXN000654,CASE0054,Expense,19/11/2023,30079,,Overdue
TXN000655,CASE0096,Invoice,27/11/2023,21073,,Overdue
TXN000656,CASE0462,Timesheet,03/05/2022,19753,37.2,Unpaid
TXN000657,CASE0424,Invoice,24/11/2023,47606,,Overdue
TXN000658,CASE0235,Expense,12/08/2022,12235,,Unpaid
TXN000659,CASE0481,Expense,27/09/2023,33076,,Overdue
TXN000660,CASE0014,Payment,07/08/2021,42479,,Paid
TXN000661,CASE0442,Other,06/10/2022,1147,,Unpaid
TXN000662,CASE0163,Invoice,05/04/2023,1233,,Pending
TXN000663,CASE0449,Payment,27/04/2022,45487,,Paid
TXN000664,CASE0053,Invoice,25/03/2021,36141,,Overdue
TXN000665,CASE0103,Invoice,19/03/2021,32849,,Pending
TXN000666,CASE0010,Timesheet,22/07/2021,548,27.3,Unpaid
TXN000667,CASE0484,Other,31/05/2022,31001,,Paid
TXN000668,CASE0051,Payment,15/10/2021,26786,,Pending
TXN000669,CASE0326,Expense,27/08/2022,5883,,Unpaid
TXN000670,CASE0115,Timesheet,19/07/2021,44113,2.5,Pending
TXN000671,CASE0147,Expense,18/07/2022,1553,,Pending
TXN000672,CASE0343,Expense,06/09/2023,13471,,Overdue
TXN000673,CASE0398,Other,03/09/2022,6420,,Overdue
TXN000674,CASE0314,Invoice,20/09/2021,10884,,Unpaid
TXN000675,CASE0493,Expense,12/01/2021,33444,,Unpaid
TXN000676,CASE0108,Timesheet,18/12/2021,14318,23.4,Overdue
TXN000677,CASE0317,Invoice,17/06/2021,31433,,Overdue
TXN000678,CASE0225,Invoice,09/05/2021,4161,,Paid
TXN000679,CASE0153,Payment,29/03/2023,44416,,Pending
TXN000680,CASE0397,Invoice,21/08/2021,34041,,Paid
TXN000681,CASE0098,Timesheet,17/10/2021,1159,0.5,Unpaid
TXN000682,CASE0349,Payment,04/10/2023,38884,,Pending
TXN000683,CASE0202,Payment,22/05/2021,5149,,Paid
TXN000684,CASE0285,Other,27/05/2022,42016,,Unpaid
TXN000685,CASE0286,Timesheet,04/01/2023,6036,,Paid
TXN000686,CASE0225,Other,16/04/2021,40939,,Overdue
TXN000687,CASE0188,Payment,22/01/2022,34536,,Overdue
TXN000688,CASE0008,Other,21/08/2022,40595,,Unpaid
TXN000689,CASE0236,Invoice,24/03/2023,25051,,Paid
TXN000690,CASE0410,Payment,04/12/2022,45031,,Pending
TXN000691,CASE0476,Payment,18/03/2023,48246,,Paid
TXN000692,CASE0160,Expense,23/10/2022,47198,,Paid
TXN000693,CASE0344,Timesheet,21/08/2021,32957,38.3,Pending
TXN000694,CASE0102,Expense,24/03/2022,12938,,Unpaid
TXN000695,CASE0451,Timesheet,12/08/2022,44146,,Unpaid
TXN000696,CASE0310,Payment,02/11/2021,15543,,Pending
TXN000697,CASE0271,Expense,03/05/2023,17493,,Pending
TXN000698,CASE0167,Expense,17/09/2021,976,,Overdue
TXN000699,CASE0233,Expense,19/06/2021,11432,,Unpaid
TXN000700,CASE0467,Other,17/04/2021,5029,,Paid
TXN000701,CASE0367,Payment,16/05/2021,32344,,Overdue
TXN000702,CASE0191,Other,15/10/2022,21303,,Unpaid
TXN000703,CASE0398,Expense,26/10/2023,8012,,Unpaid
TXN000704,CASE0404,Expense,12/06/2022,29430,,Pending
TXN000705,CASE0144,Expense,21/01/2022,3552,,Paid
TXN000706,CASE0359,Expense,03/12/2023,22331,,Overdue
TXN000707,CASE0478,Payment,28/06/2021,18663,,Paid
TXN000708,CASE0497,Other,01/07/2023,34248,,Paid
TXN000709,CASE0270,Timesheet,19/03/2022,39268,,Paid
TXN000710,CASE0088,Payment,01/12/2023,6948,,Pending
TXN000711,CASE0276,Timesheet,28/01/2021,15115,38.7,Overdue
TXN000712,CASE0245,Payment,18/02/2021,23615,,Pending
TXN000713,CASE0345,Payment,11/09/2021,5193,,Overdue
TXN000714,CASE0219,Expense,12/04/2023,26568,,Paid
TXN000715,CASE0369,Timesheet,01/10/2021,40932,39.5,Paid
TXN000716,CASE0274,Invoice,24/06/2023,10775,,Paid
TXN000717,CASE0362,Payment,25/09/2022,29358,,Overdue
TXN000718,CASE0370,Timesheet,10/10/2021,840,,Unpaid
TXN000719,CASE0200,Payment,28/05/2021,16043,,Paid
TXN000720,CASE0403,Payment,30/04/2021,37671,,Paid
TXN000721,CASE0415,Expense,23/09/2022,9073,,Unpaid
TXN000722,CASE0251,Expense,09/11/2023,37282,,Paid
TXN000723,CASE0164,Timesheet,27/03/2023,37514,37.5,Unpaid
TXN000724,CASE0394,Timesheet,10/07/2022,5393,3.8,Paid
TXN000725,CASE0122,Payment,07/08/2021,19083,,Unpaid
TXN000726,CASE0381,Payment,12/09/2023,7162,,Paid
TXN000727,CASE0480,Expense,14/10/2023,48787,,Unpaid
TXN000728,CASE0383,Expense,13/02/2021,45841,,Overdue
TXN000729,CASE0010,Other,19/02/2022,38532,,Pending
TXN000730,CASE0165,Timesheet,01/11/2021,42845,3.4,Overdue
TXN000731,CASE0187,Timesheet,31/05/2021,12180,29.2,Paid
TXN000732,CASE0209,Payment,25/04/2022,30663,,Overdue
TXN000733,CASE0433,Expense,31/08/2021,48802,,Paid
TXN000734,CASE0004,Invoice,09/03/2023,20748,,Pending
TXN000735,CASE0024,Timesheet,17/04/2023,32294,14.1,Overdue
TXN000736,CASE0206,Invoice,31/05/2023,34370,,Paid
TXN000737,CASE0336,Invoice,06/06/2022,44558,,Paid
TXN000738,CASE0120,Payment,05/05/2021,46506,,Unpaid
TXN000739,CASE0218,Invoice,15/02/2022,13292,,Overdue
TXN000740,CASE0396,Expense,09/09/2022,27868,,Pending
TXN000741,CASE0125,Invoice,08/09/2021,15173,,Unpaid
TXN000742,CASE0042,Payment,08/02/2022,47151,,Unpaid
TXN000743,CASE0456,Payment,16/10/2021,21998,,Paid
TXN000744,CASE0027,Expense,12/10/2022,21010,,Unpaid
TXN000745,CASE0179,Expense,20/07/2022,14774,,Unpaid
TXN000746,CASE0235,Invoice,31/12/2022,22967,,Overdue
TXN000747,CASE0473,Timesheet,08/02/2021,43592,,Overdue
TXN000748,CASE0332,Timesheet,03/07/2022,18668,3.7,Unpaid
TXN000749,CASE0445,Other,18/12/2023,45334,,Unpaid
TXN000750,CASE0142,Timesheet,15/12/2021,5634,1.9,Unpaid
TXN000751,CASE0318,Invoice,13/04/2021,38896,,Pending
TXN000752,CASE0374,Timesheet,27/04/2022,41212,32.5,Overdue
TXN000753,CASE0372,Payment,15/01/2023,17226,,Unpaid
TXN000754,CASE0377,Other,28/10/2022,41958,,Unpaid
TXN000755,CASE0338,Invoice,22/01/2023,3513,,Paid
TXN000756,CASE0414,Payment,07/03/2022,12313,,Paid
TXN000757,CASE0170,Timesheet,17/07/2022,5146,28.0,Pending
TXN000758,CASE0434,Payment,07/11/2021,31463,,Paid
TXN000759,CASE0358,Payment,22/03/2021,36320,,Paid
TXN000760,CASE0362,Timesheet,03/02/2023,12689,24.0,Unpaid
TXN000761,CASE0492,Other,18/11/2022,31623,,Unpaid
TXN000762,CASE0311,Invoice,06/04/2023,40205,,Paid
TXN000763,CASE0038,Expense,14/03/2022,29550,,Pending
TXN000764,CASE0013,Expense,07/08/2022,43765,,Pending
TXN000765,CASE0193,Expense,08/01/2023,13177,,Unpaid
TXN000766,CASE0425,Timesheet,05/06/2021,49230,24.6,Paid
TXN000767,CASE0117,Timesheet,31/03/2023,17443,14.9,Paid
TXN000768,CASE0165,Payment,18/10/2022,34749,,Overdue
TXN000769,CASE0009,Payment,13/09/2021,34213,,Overdue
TXN000770,CASE0221,Expense,20/08/2023,28246,,Overdue
TXN000771,CASE0459,Expense,23/04/2023,15863,,Overdue
TXN000772,CASE0487,Invoice,16/02/2021,37104,,Paid
TXN000773,CASE0159,Timesheet,11/12/2021,33289,35.3,Unpaid
TXN000774,CASE0384,Invoice,30/04/2023,26785,,Unpaid
TXN000775,CASE0369,Invoice,25/08/2021,23989,,Overdue
TXN000776,CASE0406,Other,14/10/2022,48469,,Paid
TXN000777,CASE0222,Invoice,03/10/2021,25111,,Overdue
TXN000778,CASE0397,Payment,22/09/2022,48683,,Unpaid
TXN000779,CASE0268,Expense,12/05/2021,45336,,Pending
TXN000780,CASE0092,Invoice,23/04/2022,43893,,Unpaid
TXN000781,CASE0204,Other,20/01/2022,35573,,Unpaid
TXN000782,CASE0322,Other,04/01/2023,23813,,Unpaid
TXN000783,CASE0242,Timesheet,25/09/2022,34915,29.0,Pending
TXN000784,CASE0378,Timesheet,20/05/2022,43507,,Overdue
TXN000785,CASE0109,Timesheet,10/05/2021,42175,20.4,Paid
TXN000786,CASE0340,Invoice,20/10/2022,19060,,Overdue
TXN000787,CASE0155,Timesheet,03/08/2022,48333,24.9,Paid
TXN000788,CASE0162,Payment,26/10/2023,1062,,Overdue
TXN000789,CASE0115,Invoice,23/04/2021,22171,,Paid
TXN000790,CASE0199,Payment,07/02/2022,34863,,Pending
TXN000791,CASE0067,Invoice,01/01/2022,38817,,Overdue
TXN000792,CASE0236,Invoice,24/07/2023,34549,,Overdue
TXN000793,CASE0397,Other,15/11/2022,1936,,Pending
TXN000794,CASE0493,Invoice,23/12/2023,6458,,Unpaid
TXN000795,CASE0429,Payment,22/11/2023,27633,,Paid
TXN000796,CASE0327,Timesheet,22/09/2021,12320,15.6,Overdue
TXN000797,CASE0436,Timesheet,16/10/2023,32680,13.7,Paid
TXN000798,CASE0353,Timesheet,15/10/2022,34531,1.6,Paid
TXN000799,CASE0342,Expense,19/10/2022,36129,,Unpaid
TXN000800,CASE0262,Other,22/10/2021,41946,,Overdue
TXN000801,CASE0341,Timesheet,26/09/2021,14981,5.3,Unpaid
TXN000802,CASE0273,Payment,21/01/2023,38834,,Pending
TXN000803,CASE0065,Timesheet,04/11/2023,38978,16.1,Paid
TXN000804,CASE0108,Timesheet,28/10/2023,44422,6.0,Unpaid
TXN000805,CASE0125,Payment,18/03/2023,19200,,Unpaid
TXN000806,CASE0128,Invoice,30/05/2023,10734,,Paid
TXN000807,CASE0209,Expense,28/10/2022,28539,,Unpaid
TXN000808,CASE0490,Expense,20/04/2022,32461,,Paid
TXN000809,CASE0175,Payment,25/07/2021,23465,,Unpaid
TXN000810,CASE0022,Payment,07/11/2021,47307,,Unpaid
TXN000811,CASE0440,Expense,03/03/2023,21888,,Overdue
TXN000812,CASE0097,Timesheet,30/09/2021,11732,,Unpaid
TXN000813,CASE0022,Invoice,27/11/2021,49989,,Paid
TXN000814,CASE0445,Timesheet,06/04/2022,41816,1.0,Overdue
TXN000815,CASE0107,Payment,30/06/2023,30028,,Pending
TXN000816,CASE0491,Invoice,03/07/2022,1524,,Paid
TXN000817,CASE0326,Timesheet,22/10/2022,4063,5.0,Overdue
TXN000818,CASE0125,Expense,11/11/2022,39777,,Overdue
TXN000819,CASE0416,Payment,20/09/2023,34976,,Overdue
TXN000820,CASE0382,Timesheet,13/08/2023,11423,6.6,Unpaid
TXN000821,CASE0009,Invoice,02/02/2022,34527,,Pending
TXN000822,CASE0496,Expense,19/10/2021,15930,,Pending
TXN000823,CASE0339,Expense,05/11/2023,11578,,Unpaid
TXN000824,CASE0153,Payment,21/02/2022,29838,,Overdue
TXN000825,CASE0428,Invoice,02/08/2021,10220,,Paid
TXN000826,CASE0158,Expense,26/11/2021,2914,,Pending
TXN000827,CASE0171,Timesheet,26/02/2022,48641,29.1,Overdue
TXN000828,CASE0074,Expense,14/12/2021,43370,,Pending
TXN000829,CASE0031,Payment,19/11/2021,13740,,Overdue
TXN000830,CASE0070,Other,10/11/2021,40514,,Unpaid
TXN000831,CASE0229,Payment,11/10/2023,4292,,Paid
TXN000832,CASE0321,Invoice,29/04/2022,3474,,Paid
TXN000833,CASE0002,Timesheet,27/02/2021,35615,39.0,Pending
TXN000834,CASE0114,Invoice,05/12/2022,12875,,Unpaid
TXN000835,CASE0344,Timesheet,15/07/2023,12868,3.1,Pending
TXN000836,CASE0045,Timesheet,02/12/2023,4311,11.9,Paid
TXN000837,CASE0022,Timesheet,14/03/2022,4551,0.9,Paid
TXN000838,CASE0382,Other,27/04/2023,26579,,Paid
TXN000839,CASE0337,Payment,27/07/2022,38448,,Overdue
TXN000840,CASE0112,Invoice,21/11/2023,37327,,Overdue
TXN000841,CASE0189,Timesheet,01/01/2021,43873,,Paid
TXN000842,CASE0470,Invoice,27/09/2021,21016,,Unpaid
TXN000843,CASE0224,Expense,14/03/2021,42440,,Unpaid
TXN000844,CASE0272,Invoice,30/12/2022,39131,,Paid
TXN000845,CASE0229,Timesheet,13/03/2021,6742,2.7,Overdue
TXN000846,CASE0325,Timesheet,10/07/2022,47882,22.6,Unpaid
TXN000847,CASE0211,Invoice,29/03/2021,9143,,Overdue
TXN000848,CASE0125,Expense,21/09/2023,27776,,Overdue
