case_id,customer_id,solicitor_name,case_type,case_status,case_value_gbp,total_timesheet_amount_gbp,total_expense_amount_gbp,total_invoice_amount_gbp,total_payment_amount_gbp,total_hours_billed,outstanding_amount_gbp,payment_risk_band
CASE0232,32,Emma Wilson,Employment,Open,490147.0,0.0,40251.0,40251.0,0.0,0.0,40251.0,Medium
CASE0233,83,Patricia White,Family Law,Closed,450831.0,0.0,16972.0,16972.0,45772.0,0.0,0.0,Low
CASE0234,99,Daniel Hughes,Litigation,Pending,14030.0,0.0,13077.0,13077.0,0.0,0.0,13077.0,Low
CASE0235,109,James Davies,Commercial,Closed,321637.0,0.0,36799.0,22967.0,0.0,0.0,22967.0,Low
CASE0236,121,James Davies,Conveyancing,Pending,133887.0,0.0,0.0,71194.0,25280.0,0.0,45914.0,Medium
CASE0237,84,Robert Smith,Property Law,Open,51243.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0238,42,Charles Thompson,Employment,Closed,159298.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0239,111,Susan Robinson,Intellectual Property,Pending,460187.0,39395.0,0.0,24495.0,45340.0,0.0,0.0,Low
CASE0240,132,David Taylor,Employment,Open,35446.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0241,113,Andrew Roberts,General,Open,99284.0,0.0,0.0,0.0,23011.0,0.0,0.0,Low
CASE0242,91,Andrew Roberts,Employment,Pending,76831.0,34915.0,0.0,83397.0,1997.0,29.0,81400.0,Medium
CASE0243,110,Richard Evans,Commercial,Closed,264933.0,28145.0,0.0,44082.0,0.0,6.5,44082.0,Medium
CASE0244,92,Lisa Johnson,Wills & Probate,Pending,393992.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0245,161,Jennifer Thomas,Dispute Resolution,Closed,117453.0,0.0,0.0,0.0,52505.0,0.0,0.0,Low
CASE0246,91,Daniel Hughes,Intellectual Property,Closed,326100.0,752.0,39337.0,40089.0,0.0,12.9,40089.0,Medium
CASE0247,17,Daniel Hughes,Litigation,Pending,21804.0,0.0,0.0,30395.0,0.0,0.0,30395.0,Medium
CASE0248,154,Emma Wilson,General,Pending,223158.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0249,124,Lisa Johnson,Contract Law,Pending,331651.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0250,157,Jennifer Thomas,Property Law,Closed,237581.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0251,57,Daniel Hughes,Conveyancing,Open,283914.0,0.0,37282.0,37282.0,0.0,0.0,37282.0,Medium
CASE0252,153,Charles Thompson,Dispute Resolution,Open,53287.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0253,61,Susan Robinson,Property Law,Open,137131.0,4010.0,10460.0,14470.0,0.0,18.0,14470.0,Low
CASE0254,50,Karen Edwards,Property Law,Closed,81064.0,0.0,9252.0,9252.0,40752.0,0.0,0.0,Low
CASE0255,82,Sarah Jones,Wills & Probate,Closed,377001.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0256,88,Michael Brown,Commercial,Open,458367.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0257,107,Jennifer Thomas,Family Law,Closed,68321.0,0.0,48842.0,48842.0,43014.0,0.0,5828.0,Low
CASE0258,109,Patricia White,Family Law,Open,136471.0,0.0,0.0,0.0,31182.0,0.0,0.0,Low
CASE0259,101,Sarah Jones,Commercial,Closed,334893.0,0.0,0.0,37649.0,38129.0,0.0,0.0,Low
CASE0260,75,Robert Smith,Litigation,Closed,209644.0,18407.0,0.0,18407.0,20091.0,0.0,0.0,Low
CASE0261,41,Robert Smith,Contract Law,Open,381856.0,0.0,0.0,65297.0,0.0,0.0,65297.0,Medium
CASE0262,6,James Davies,Property Law,Open,128893.0,25811.0,0.0,25811.0,1405.0,25.0,24406.0,Low
CASE0263,154,Jennifer Thomas,Intellectual Property,Open,164355.0,33190.0,15148.0,24202.0,13232.0,0.0,10970.0,Low
CASE0264,55,James Davies,Corporate,Closed,496385.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0265,68,Michael Brown,Corporate,Open,73035.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0266,92,Andrew Roberts,Intellectual Property,Open,32053.0,0.0,0.0,46082.0,0.0,0.0,46082.0,Medium
CASE0267,154,Andrew Roberts,Conveyancing,Closed,56403.0,0.0,0.0,0.0,49250.0,0.0,0.0,Low
CASE0268,137,Jennifer Thomas,Commercial,Pending,327980.0,34231.0,45336.0,79567.0,0.0,35.9,79567.0,Medium
CASE0269,138,Michael Brown,Employment,Open,37012.0,14659.0,37474.0,52133.0,0.0,19.2,52133.0,Medium
CASE0270,81,Jennifer Thomas,Wills & Probate,Closed,397939.0,39268.0,0.0,20263.0,20267.0,0.0,0.0,Low
CASE0271,67,James Davies,Litigation,Pending,321424.0,45355.0,17493.0,62848.0,0.0,8.0,62848.0,Medium
CASE0272,137,Karen Edwards,Corporate,Open,394667.0,18456.0,0.0,39131.0,0.0,28.8,39131.0,Medium
CASE0273,2,Lisa Johnson,Commercial,Open,360755.0,2079.0,0.0,14742.0,38834.0,26.0,0.0,Low
CASE0274,12,Jennifer Thomas,Dispute Resolution,Closed,350612.0,0.0,38412.0,10775.0,0.0,0.0,10775.0,Low
CASE0275,49,Emma Wilson,Employment,Open,33483.0,34191.0,4672.0,38863.0,5692.0,0.0,33171.0,Medium
CASE0276,129,Lisa Johnson,Intellectual Property,Open,374444.0,43570.0,17783.0,29734.0,2295.0,39.7,27439.0,Medium
CASE0277,116,Susan Robinson,Contract Law,Closed,475548.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0278,30,James Davies,General,Closed,441641.0,0.0,0.0,35921.0,33602.0,0.0,2319.0,Low
CASE0279,37,Sarah Jones,Family Law,Pending,220983.0,0.0,49204.0,49204.0,0.0,0.0,49204.0,Medium
CASE0280,149,Emma Wilson,Wills & Probate,Pending,449053.0,0.0,6200.0,6200.0,11970.0,0.0,0.0,Low
CASE0281,103,Jennifer Thomas,Property Law,Open,386634.0,40304.0,31795.0,72099.0,0.0,0.0,72099.0,Medium
CASE0282,48,James Davies,General,Pending,220423.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0283,65,Charles Thompson,Employment,Closed,102228.0,3174.0,0.0,36313.0,0.0,11.9,36313.0,Medium
CASE0284,94,Patricia White,General,Pending,352717.0,19449.0,0.0,19449.0,0.0,0.0,19449.0,Low
CASE0285,163,Charles Thompson,Conveyancing,Open,279649.0,15275.0,0.0,5980.0,15658.0,9.0,0.0,Low
CASE0286,6,Andrew Roberts,General,Closed,303267.0,31098.0,0.0,31098.0,0.0,37.0,31098.0,Medium
CASE0287,36,Karen Edwards,Wills & Probate,Closed,359537.0,7766.0,38082.0,45848.0,13830.0,39.3,32018.0,Medium
CASE0288,47,Richard Evans,Corporate,Closed,297420.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0289,50,Lisa Johnson,Contract Law,Pending,54340.0,0.0,0.0,8427.0,0.0,0.0,8427.0,Low
CASE0290,34,Michael Brown,Dispute Resolution,Closed,52028.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0291,72,James Davies,Conveyancing,Closed,388038.0,0.0,0.0,0.0,37751.0,0.0,0.0,Low
CASE0292,72,Karen Edwards,General,Open,270733.0,0.0,0.0,38990.0,0.0,0.0,38990.0,Medium
CASE0293,87,Patricia White,Family Law,Closed,109991.0,87564.0,17525.0,105089.0,0.0,34.1,105089.0,High
CASE0294,161,Robert Smith,Property Law,Pending,280763.0,0.0,0.0,2732.0,0.0,0.0,2732.0,Low
CASE0295,30,Robert Smith,Corporate,Closed,371701.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0296,114,Robert Smith,Litigation,Open,20783.0,28639.0,1723.0,35835.0,27495.0,38.7,8340.0,Low
CASE0297,135,Daniel Hughes,Corporate,Open,427684.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0298,103,Charles Thompson,Family Law,Closed,91244.0,0.0,0.0,47239.0,0.0,0.0,47239.0,Medium
CASE0299,21,Andrew Roberts,Wills & Probate,Pending,15978.0,0.0,42735.0,42735.0,0.0,0.0,42735.0,Medium
CASE0300,25,Daniel Hughes,Litigation,Closed,79559.0,6579.0,0.0,6579.0,32002.0,34.1,0.0,Low
CASE0301,27,Patricia White,Conveyancing,Pending,200996.0,44243.0,0.0,44243.0,2669.0,36.8,41574.0,Medium
CASE0302,126,Charles Thompson,General,Closed,229388.0,64354.0,0.0,59309.0,0.0,34.1,59309.0,Medium
CASE0303,93,Michael Brown,Commercial,Pending,58654.0,7280.0,30939.0,38219.0,39169.0,0.0,0.0,Low
CASE0304,6,Lisa Johnson,Employment,Closed,325659.0,33909.0,0.0,33909.0,0.0,12.7,33909.0,Medium
CASE0305,154,Jennifer Thomas,Intellectual Property,Open,140617.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0306,154,Emma Wilson,Conveyancing,Open,166522.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0307,46,Lisa Johnson,Employment,Closed,277607.0,1658.0,0.0,1658.0,0.0,0.8,1658.0,Low
CASE0308,71,Michael Brown,Intellectual Property,Closed,188278.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0309,97,Lisa Johnson,Property Law,Open,91003.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0310,122,Robert Smith,Wills & Probate,Pending,442026.0,25021.0,0.0,25021.0,15543.0,0.0,9478.0,Low
CASE0311,128,Andrew Roberts,Contract Law,Pending,191203.0,0.0,0.0,40205.0,0.0,0.0,40205.0,Medium
CASE0312,161,Charles Thompson,Wills & Probate,Pending,411111.0,18207.0,0.0,18207.0,0.0,24.5,18207.0,Low
CASE0313,126,Michael Brown,Employment,Closed,120550.0,0.0,0.0,0.0,26750.0,0.0,0.0,Low
CASE0314,53,David Taylor,Commercial,Open,130347.0,0.0,0.0,10884.0,0.0,0.0,10884.0,Low
CASE0315,148,James Davies,Conveyancing,Pending,347317.0,0.0,0.0,41637.0,0.0,0.0,41637.0,Medium
CASE0316,125,Patricia White,Property Law,Pending,330025.0,33687.0,0.0,33687.0,0.0,22.3,33687.0,Medium
CASE0317,100,Andrew Roberts,Commercial,Closed,325519.0,57998.0,0.0,31433.0,0.0,31.1,31433.0,Medium
CASE0318,149,Patricia White,Litigation,Closed,416993.0,0.0,0.0,58483.0,0.0,0.0,58483.0,Medium
CASE0319,101,Karen Edwards,Commercial,Open,262690.0,28492.0,33511.0,62003.0,35712.0,22.9,26291.0,Medium
CASE0320,120,Jennifer Thomas,Family Law,Open,252691.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0321,99,Lisa Johnson,Intellectual Property,Closed,275483.0,0.0,0.0,3474.0,16594.0,0.0,0.0,Low
CASE0322,18,Andrew Roberts,Intellectual Property,Pending,366790.0,49931.0,0.0,49931.0,0.0,38.1,49931.0,Medium
CASE0323,126,Lisa Johnson,Wills & Probate,Pending,277031.0,24397.0,40536.0,64933.0,25718.0,11.5,39215.0,Medium
CASE0324,96,Emma Wilson,General,Closed,179195.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0325,143,Charles Thompson,Corporate,Closed,91221.0,47882.0,0.0,47882.0,0.0,22.6,47882.0,Medium
CASE0326,162,Charles Thompson,Property Law,Pending,9050.0,25086.0,44373.0,69459.0,44612.0,30.0,24847.0,Low
CASE0327,97,Michael Brown,Dispute Resolution,Closed,81369.0,28900.0,28829.0,57729.0,20479.0,19.8,37250.0,Medium
CASE0328,55,Robert Smith,Wills & Probate,Closed,273953.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0329,151,Lisa Johnson,Corporate,Pending,414232.0,0.0,12746.0,12746.0,0.0,0.0,12746.0,Low
CASE0330,169,Robert Smith,Property Law,Closed,454018.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0331,49,David Taylor,Immigration,Open,106304.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0332,146,Daniel Hughes,Intellectual Property,Open,259447.0,97404.0,0.0,97404.0,28174.0,7.6,69230.0,Medium
CASE0333,154,Charles Thompson,Wills & Probate,Pending,484391.0,0.0,13942.0,2047.0,0.0,0.0,2047.0,Low
CASE0334,126,Patricia White,Intellectual Property,Pending,450311.0,40831.0,24336.0,65167.0,0.0,22.0,65167.0,Medium
CASE0335,72,Robert Smith,Corporate,Closed,35866.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0336,40,Lisa Johnson,Commercial,Open,325037.0,0.0,13257.0,44558.0,0.0,0.0,44558.0,Medium
CASE0337,15,Karen Edwards,Dispute Resolution,Pending,403139.0,0.0,0.0,0.0,38448.0,0.0,0.0,Low
CASE0338,136,Robert Smith,Litigation,Open,132920.0,30843.0,0.0,3513.0,0.0,7.2,3513.0,Low
CASE0339,123,Jennifer Thomas,Dispute Resolution,Pending,12571.0,0.0,11578.0,9714.0,88068.0,0.0,0.0,Low
CASE0340,66,Patricia White,Litigation,Open,180053.0,28778.0,0.0,22559.0,0.0,26.2,22559.0,Low
CASE0341,84,David Taylor,Conveyancing,Closed,160520.0,14981.0,0.0,14981.0,29104.0,5.3,0.0,Low
CASE0342,10,Patricia White,General,Pending,195663.0,0.0,41005.0,41005.0,45834.0,0.0,0.0,Low
CASE0343,43,Patricia White,General,Closed,222161.0,0.0,21332.0,21332.0,0.0,0.0,21332.0,Low
CASE0344,67,James Davies,Corporate,Pending,415150.0,83501.0,0.0,83501.0,0.0,74.5,83501.0,Medium
CASE0345,92,Michael Brown,Dispute Resolution,Pending,416974.0,0.0,0.0,0.0,10779.0,0.0,0.0,Low
CASE0346,83,Charles Thompson,Property Law,Open,9931.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0347,68,Lisa Johnson,Property Law,Closed,485447.0,26379.0,20434.0,46813.0,0.0,32.7,46813.0,Medium
CASE0348,87,James Davies,General,Closed,447592.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0349,136,Andrew Roberts,Corporate,Open,186003.0,19115.0,0.0,44305.0,38884.0,29.6,5421.0,Low
CASE0350,100,Michael Brown,Commercial,Open,412695.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0351,121,Patricia White,Dispute Resolution,Closed,293610.0,41957.0,10158.0,52115.0,0.0,15.9,52115.0,Medium
CASE0352,3,Daniel Hughes,Litigation,Open,484438.0,0.0,0.0,44754.0,0.0,0.0,44754.0,Medium
CASE0353,150,David Taylor,General,Closed,48499.0,34531.0,0.0,34531.0,0.0,1.6,34531.0,Medium
CASE0354,124,Daniel Hughes,General,Closed,126366.0,31602.0,0.0,31602.0,846.0,38.7,30756.0,Medium
CASE0355,4,Michael Brown,General,Closed,389581.0,0.0,0.0,103986.0,0.0,0.0,103986.0,High
CASE0356,104,Emma Wilson,Employment,Pending,181960.0,0.0,0.0,47415.0,0.0,0.0,47415.0,Medium
CASE0357,53,David Taylor,Employment,Pending,14469.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0358,41,James Davies,Commercial,Open,334448.0,0.0,0.0,17760.0,36320.0,0.0,0.0,Low
CASE0359,36,James Davies,Litigation,Closed,474813.0,0.0,22331.0,22331.0,0.0,0.0,22331.0,Low
CASE0360,150,Michael Brown,Family Law,Open,494703.0,0.0,0.0,0.0,34270.0,0.0,0.0,Low
CASE0361,125,Robert Smith,Immigration,Closed,331354.0,0.0,46844.0,46844.0,0.0,0.0,46844.0,Medium
CASE0362,91,Susan Robinson,Dispute Resolution,Closed,189971.0,12689.0,0.0,31377.0,61468.0,24.0,0.0,Low
CASE0363,135,James Davies,Commercial,Closed,410821.0,15623.0,0.0,15623.0,0.0,35.8,15623.0,Low
CASE0364,136,Susan Robinson,Wills & Probate,Closed,253075.0,0.0,42245.0,42245.0,0.0,0.0,42245.0,Medium
CASE0365,139,Michael Brown,Property Law,Pending,58431.0,0.0,0.0,46901.0,0.0,0.0,46901.0,Medium
CASE0366,171,Sarah Jones,Contract Law,Pending,338078.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0367,139,Jennifer Thomas,Dispute Resolution,Closed,341052.0,0.0,0.0,28983.0,32344.0,0.0,0.0,Low
CASE0368,55,Karen Edwards,General,Pending,109345.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0369,40,Lisa Johnson,Family Law,Open,7822.0,40932.0,0.0,23989.0,0.0,39.5,23989.0,Low
CASE0370,69,Charles Thompson,Employment,Open,60135.0,840.0,0.0,840.0,0.0,0.0,840.0,Low
CASE0371,14,Richard Evans,Commercial,Closed,471733.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0372,150,Jennifer Thomas,Conveyancing,Closed,130999.0,0.0,0.0,0.0,17226.0,0.0,0.0,Low
CASE0373,9,Richard Evans,General,Closed,416483.0,0.0,26671.0,27662.0,0.0,0.0,27662.0,Medium
CASE0374,136,Sarah Jones,Litigation,Open,29945.0,41212.0,0.0,41212.0,0.0,32.5,41212.0,Medium
CASE0375,160,Robert Smith,General,Open,495591.0,18691.0,76139.0,46246.0,18645.0,10.5,27601.0,Medium
CASE0376,94,Lisa Johnson,Conveyancing,Open,494686.0,0.0,43113.0,7381.0,13230.0,0.0,0.0,Low
CASE0377,20,James Davies,Immigration,Open,356977.0,8380.0,7037.0,15417.0,3680.0,30.2,11737.0,Low
CASE0378,124,Sarah Jones,Family Law,Open,164220.0,43507.0,54065.0,97572.0,0.0,0.0,97572.0,Medium
CASE0379,24,Sarah Jones,Wills & Probate,Closed,377613.0,85519.0,0.0,85519.0,0.0,22.5,85519.0,Medium
CASE0380,74,Patricia White,Litigation,Open,123448.0,0.0,0.0,0.0,104267.0,0.0,0.0,Low
CASE0381,157,Charles Thompson,Commercial,Pending,494855.0,0.0,0.0,0.0,7162.0,0.0,0.0,Low
CASE0382,47,Emma Wilson,Intellectual Property,Pending,219722.0,11423.0,0.0,32423.0,0.0,6.6,32423.0,Medium
CASE0383,127,Lisa Johnson,Commercial,Closed,241820.0,7016.0,79056.0,17847.0,0.0,8.9,17847.0,Low
CASE0384,111,Patricia White,General,Open,444366.0,0.0,0.0,26785.0,0.0,0.0,26785.0,Medium
CASE0385,146,Patricia White,Litigation,Open,68658.0,74154.0,0.0,61009.0,0.0,26.5,61009.0,Medium
CASE0386,93,Andrew Roberts,Litigation,Open,402617.0,0.0,22455.0,22455.0,0.0,0.0,22455.0,Low
CASE0387,106,Emma Wilson,Litigation,Pending,346903.0,0.0,21202.0,21202.0,0.0,0.0,21202.0,Low
CASE0388,30,Lisa Johnson,Family Law,Pending,157794.0,0.0,0.0,0.0,18845.0,0.0,0.0,Low
CASE0389,100,Michael Brown,Commercial,Pending,259397.0,34535.0,0.0,34535.0,42449.0,0.7,0.0,Low
CASE0390,3,James Davies,General,Closed,484733.0,0.0,22061.0,43660.0,0.0,0.0,43660.0,Medium
CASE0391,20,Emma Wilson,Dispute Resolution,Closed,455968.0,42447.0,0.0,22818.0,0.0,52.5,22818.0,Low
CASE0392,106,Sarah Jones,General,Closed,420202.0,0.0,45180.0,45180.0,46522.0,0.0,0.0,Low
CASE0393,80,Michael Brown,General,Closed,314624.0,0.0,0.0,0.0,43561.0,0.0,0.0,Low
CASE0394,47,David Taylor,General,Pending,414885.0,25482.0,3267.0,28749.0,0.0,11.5,28749.0,Medium
CASE0395,43,Emma Wilson,Wills & Probate,Pending,132484.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0396,51,Michael Brown,Employment,Closed,287678.0,0.0,27868.0,27868.0,25288.0,0.0,2580.0,Low
CASE0397,75,Emma Wilson,Dispute Resolution,Open,10452.0,0.0,0.0,34041.0,48683.0,0.0,0.0,Low
CASE0398,68,David Taylor,Wills & Probate,Pending,138555.0,0.0,8012.0,25545.0,0.0,0.0,25545.0,Medium
CASE0399,167,Charles Thompson,Commercial,Open,250849.0,5483.0,0.0,5483.0,32321.0,9.1,0.0,Low
CASE0400,59,Daniel Hughes,Commercial,Closed,352477.0,0.0,0.0,29267.0,0.0,0.0,29267.0,Medium
CASE0401,168,Daniel Hughes,Immigration,Open,349370.0,0.0,21889.0,21889.0,0.0,0.0,21889.0,Low
CASE0402,126,James Davies,Corporate,Open,232503.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0403,49,David Taylor,General,Pending,171285.0,17850.0,20139.0,37989.0,37671.0,90.5,318.0,Low
CASE0404,68,Charles Thompson,Conveyancing,Open,476170.0,78855.0,29430.0,48656.0,45812.0,33.2,2844.0,Low
CASE0405,19,Emma Wilson,Employment,Pending,296052.0,0.0,0.0,0.0,10007.0,0.0,0.0,Low
CASE0406,112,Richard Evans,General,Open,377318.0,16955.0,0.0,16955.0,0.0,0.0,16955.0,Low
CASE0407,123,Richard Evans,Immigration,Open,339836.0,0.0,0.0,0.0,3159.0,0.0,0.0,Low
CASE0408,65,Sarah Jones,Intellectual Property,Closed,351450.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0409,101,Emma Wilson,Corporate,Closed,426733.0,30209.0,0.0,30209.0,0.0,6.7,30209.0,Medium
CASE0410,106,Richard Evans,General,Closed,181882.0,0.0,6490.0,6490.0,54126.0,0.0,0.0,Low
CASE0411,157,Susan Robinson,General,Pending,463753.0,0.0,0.0,0.0,46222.0,0.0,0.0,Low
CASE0412,90,Sarah Jones,Wills & Probate,Closed,406253.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0413,95,Richard Evans,Employment,Closed,64376.0,11925.0,16459.0,28384.0,0.0,23.3,28384.0,Medium
CASE0414,39,David Taylor,Conveyancing,Closed,383803.0,0.0,0.0,16319.0,46569.0,0.0,0.0,Low
CASE0415,20,Jennifer Thomas,Property Law,Open,494106.0,5745.0,26086.0,31831.0,0.0,0.0,31831.0,Medium
CASE0416,44,David Taylor,Corporate,Closed,46174.0,0.0,3078.0,3078.0,46842.0,0.0,0.0,Low
CASE0417,61,James Davies,Intellectual Property,Closed,171190.0,0.0,0.0,0.0,27678.0,0.0,0.0,Low
CASE0418,149,Richard Evans,Employment,Pending,42332.0,24518.0,0.0,24518.0,0.0,24.4,24518.0,Low
CASE0419,126,Richard Evans,Immigration,Pending,13572.0,0.0,0.0,41581.0,0.0,0.0,41581.0,Medium
CASE0420,152,Patricia White,Employment,Closed,180810.0,0.0,17215.0,17215.0,0.0,0.0,17215.0,Low
CASE0421,49,Charles Thompson,Conveyancing,Open,136862.0,0.0,0.0,0.0,3968.0,0.0,0.0,Low
CASE0422,147,Patricia White,Dispute Resolution,Open,432889.0,23114.0,0.0,23114.0,0.0,0.0,23114.0,Low
CASE0423,170,Patricia White,Wills & Probate,Open,383334.0,0.0,0.0,41762.0,8553.0,0.0,33209.0,Medium
CASE0424,136,Andrew Roberts,Litigation,Closed,68564.0,0.0,0.0,47606.0,0.0,0.0,47606.0,Medium
CASE0425,118,James Davies,Conveyancing,Pending,98803.0,49230.0,0.0,49230.0,0.0,24.6,49230.0,Medium
CASE0426,104,David Taylor,General,Closed,379923.0,0.0,0.0,0.0,16821.0,0.0,0.0,Low
CASE0427,78,Andrew Roberts,Litigation,Closed,32045.0,0.0,0.0,18265.0,0.0,0.0,18265.0,Low
CASE0428,82,Andrew Roberts,Property Law,Open,194229.0,0.0,2071.0,10220.0,12065.0,0.0,0.0,Low
CASE0429,170,James Davies,Immigration,Open,93602.0,0.0,17121.0,17121.0,89873.0,0.0,0.0,Low
CASE0430,148,David Taylor,Employment,Closed,152332.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0431,84,Patricia White,Litigation,Open,179146.0,0.0,0.0,30012.0,32445.0,0.0,0.0,Low
CASE0432,21,Daniel Hughes,Dispute Resolution,Closed,400834.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0433,32,Robert Smith,Litigation,Pending,75488.0,0.0,48802.0,48802.0,28931.0,0.0,19871.0,Low
CASE0434,19,Sarah Jones,Family Law,Pending,455679.0,16191.0,47516.0,63707.0,31463.0,30.9,32244.0,Medium
CASE0435,131,David Taylor,Property Law,Closed,489177.0,42634.0,47888.0,4391.0,45849.0,22.1,0.0,Low
CASE0436,152,James Davies,Commercial,Closed,49846.0,32680.0,67254.0,99934.0,0.0,13.7,99934.0,Medium
CASE0437,151,Patricia White,Employment,Closed,99479.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0438,115,Patricia White,Wills & Probate,Closed,421828.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0439,101,Andrew Roberts,Corporate,Open,299280.0,0.0,43961.0,43961.0,0.0,0.0,43961.0,Medium
CASE0440,9,Patricia White,Corporate,Closed,250157.0,0.0,21888.0,35914.0,0.0,0.0,35914.0,Medium
CASE0441,23,Karen Edwards,General,Closed,180726.0,75590.0,16806.0,92396.0,8731.0,29.6,83665.0,Medium
CASE0442,160,Lisa Johnson,Contract Law,Closed,42169.0,0.0,0.0,0.0,17648.0,0.0,0.0,Low
CASE0443,28,Charles Thompson,Family Law,Closed,220675.0,8497.0,5507.0,14004.0,0.0,30.9,14004.0,Low
CASE0444,124,Sarah Jones,General,Closed,328499.0,0.0,26979.0,26979.0,48413.0,0.0,0.0,Low
CASE0445,158,Charles Thompson,Conveyancing,Closed,256314.0,41816.0,0.0,41816.0,0.0,1.0,41816.0,Medium
CASE0446,31,Emma Wilson,Corporate,Open,151757.0,6086.0,36652.0,34038.0,0.0,27.8,34038.0,Medium
CASE0447,23,Charles Thompson,General,Pending,88702.0,0.0,16039.0,16039.0,0.0,0.0,16039.0,Low
CASE0448,162,Andrew Roberts,Employment,Closed,305516.0,0.0,40880.0,36805.0,0.0,0.0,36805.0,Medium
CASE0449,165,Lisa Johnson,General,Closed,188051.0,0.0,0.0,48025.0,52567.0,0.0,0.0,Low
CASE0450,166,Susan Robinson,Corporate,Open,452366.0,39006.0,0.0,13139.0,9603.0,8.8,3536.0,Low
CASE0451,17,Patricia White,Intellectual Property,Open,281819.0,92225.0,0.0,92225.0,0.0,22.8,92225.0,Medium
CASE0452,27,Sarah Jones,Dispute Resolution,Closed,279400.0,0.0,20272.0,69612.0,8134.0,0.0,61478.0,Medium
CASE0453,28,Emma Wilson,Property Law,Closed,24825.0,0.0,0.0,52583.0,0.0,0.0,52583.0,Medium
CASE0454,53,Lisa Johnson,General,Pending,32460.0,0.0,17660.0,17660.0,0.0,0.0,17660.0,Low
CASE0455,109,Lisa Johnson,Wills & Probate,Closed,379541.0,0.0,6702.0,44706.0,0.0,0.0,44706.0,Medium
CASE0456,58,James Davies,Wills & Probate,Closed,390306.0,37052.0,44553.0,81605.0,21998.0,0.0,59607.0,Medium
CASE0457,114,James Davies,Intellectual Property,Pending,51245.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0458,8,Jennifer Thomas,General,Closed,232815.0,23099.0,0.0,23099.0,0.0,20.8,23099.0,Low
CASE0459,67,David Taylor,Immigration,Open,414424.0,0.0,15863.0,15863.0,29009.0,0.0,0.0,Low
CASE0460,154,Karen Edwards,Employment,Pending,101953.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0461,47,Charles Thompson,Corporate,Closed,325344.0,0.0,0.0,0.0,20100.0,0.0,0.0,Low
CASE0462,136,David Taylor,Corporate,Open,122423.0,41441.0,37311.0,78752.0,0.0,65.1,78752.0,Medium
CASE0463,108,Emma Wilson,General,Closed,340174.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CASE0464,167,Emma Wilson,Immigration,Open,328642.0,16887.0,0.0,16887.0,4255.0,28.3,12632.0,Low
CASE0465,28,Karen Edwards,Intellectual Property,Open,168789.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
