tid,cid,typ,dt,amt,hrs,paystat,col8
T000457,CASE435,Invoice,05/01/2022,25018.00,,O,
T000458,CASE95,Hours,22-09-23,£36243,,Complete,Y
T000459,C00024,TIME,18/05/2021,GBP 19314,25.1,paid,X
T000460,C00195,Bill,25/11/2022,GBP 14331,,Overdue,Y
T000461,C00201,E,2022-12-27,23848,,Paid,Y
T000462,C00314,Timesheet,09/22/2023,£24467,20.2,Late,
TXN463,C00006,TIME,20-05-22,£32816,36.1,unpaid,Y
T000464,C00108,Bill,09/24/2022,31.182K,,P,X
TXN465,C00055,Bill,09/22/2021,32.553K,,P,Y
T000466,C00129,E,2022-06-15,GBP 23151,,0,Y
TXN467,C00018,P,2022-08-05,2487.00,,O,
T000468,C00431,TIME,2022-05-21,GBP 14306,20.0,U,X
T000469,C00222,INV,24-07-21,22.154K,,paid,X
T000470,C00499,invoice,07/08/2023,£24825,,P,Y
T000471,CASE485,INV,03/03/2021,GBP 9582,,Overdue,
T000472,CASE163,I,11/07/2021,30453,,N/A,
T000473,CASE35,Payment,2022-07-08,2098,,overdue,X
T000474,C00468,Expense,2023-02-08,48.634K,,paid,
T000475,C00033,INV,25-12-23,18951,,P,Y
T000476,C00205,P,06/25/2022,46.63K,,1,
T000477,CASE482,payment,07/07/2022,33976,,Overdue,Y
T000478,CASE123,Expenses,23/02/2023,£19093,,Overdue,X
T000479,C00238,Time,14/02/2023,43389.00,31.5,Paid,Y
T000480,CASE133,INV,06/09/2022,£3407,,Complete,Y
T000481,CASE66,I,2022-09-24,14.706K,,overdue,X
T000482,C00452,INV,04/26/2023,36948.00,,Overdue,Y
T000483,C00087,invoice,2021-01-08,£23063,,P,X
T000484,C00413,I,2022-03-26,GBP 34431,,O,X
T000485,CASE64,Expense,07/07/2022,48.968K,,Complete,X
T000486,CASE191,Receipt,12/07/2023,GBP 30479,,P,
T000487,C00138,I,02-09-22,GBP 11323,,paid,Y
T000488,CASE335,EXP,31-12-23,£38873,,Paid,X
TXN489,CASE103,PAY,12/05/2021,GBP 45478,,1,X
T000490,C00010,Receipt,2021-05-18,49.313K,,,
T000491,C00472,EXP,19-07-22,36046,,Pending,Y
TXN492,CASE264,Invoice,09/23/2022,38075,,O,Y
T000493,C00442,P,05/29/2021,32.641K,,Overdue,
T000494,C00432,PAY,20-09-23,11176,,U,X
T000495,C00363,E,07-01-23,GBP 42027,,P,
T000496,C00256,invoice,01/04/2021,GBP 6951,,Late,Y
T000497,C00009,P,03/25/2021,38769,,paid,Y
T000498,C00277,Invoice,28/06/2022,11258,,Paid,Y
T000499,C00093,E,23-09-23,31892.00,,Complete,
T000500,CASE249,Bill,06/25/2022,26.131K,,P,X
T000501,C00021,INV,2021-02-01,48844.00,,Complete,X
T000502,C00256,payment,18/02/2023,33988.00,,overdue,Y
T000503,C00086,Bill,22/03/2022,GBP 49543,,,Y
T000504,C00431,Receipt,12/06/2021,37758.00,,Complete,X
T000505,C00370,PAY,03/31/2022,3987,,1,X
T000506,C00112,invoice,02/22/2022,26876,,Pending,X
T000507,C00135,P,19-05-21,£47261,,Paid,
T000508,CASE291,timesheet,27/05/2022,33.284K,12.7,N/A,
T000509,CASE82,timesheet,2023-08-17,2309,12.2,0,
T000510,CASE441,TIME,03-06-21,GBP 7875,30.9,Overdue,Y
T000511,C00314,INV,2023-01-07,38.595K,,Pending,
T000512,C00245,E,03/05/2021,£36661,,unpaid,
T000513,C00326,TIME,2021-10-10,44461,3.4,Complete,X
T000514,C00290,Payment,28-07-22,26.452K,,O,
T000515,CASE292,Hours,30-08-21,£41102,,Overdue,X
TXN516,C00203,Time,12/09/2023,£40876,18.1,0,Y
T000517,C00141,TIME,10/09/2022,8315.00,21.3,O,Y
T000518,C00355,Receipt,29-01-22,£32077,,Paid,Y
T000519,CASE384,Expenses,09/30/2021,21496,,Overdue,
T000520,C00435,expense,02/11/2021,GBP 21930,,unpaid,
T000521,C00435,Time,29/04/2021,13783.00,13.4,overdue,X
T000522,C00411,E,07-10-22,£84,,Pending,
T000523,C00124,Invoice,11/04/2023,110,,Late,X
T000524,C00095,PAY,29/07/2021,33702,,,
T000525,C00211,Hours,10/22/2023,GBP 8753,,Unpaid,X
T000526,C00200,Timesheet,24/03/2021,10469,11.0,0,X
T000527,C00283,payment,06/28/2022,5954,,Overdue,
T000528,CASE357,Invoice,28-10-22,17.93K,,U,X
T000529,CASE330,P,24-10-22,£42178,,1,X
T000530,C00458,Timesheet,07/16/2021,38.965K,33.2,unpaid,Y
T000531,C00339,payment,13/10/2021,34478,,Complete,Y
T000532,C00314,P,31/08/2022,14.069K,,overdue,X
T000533,C00139,E,06-10-23,£34748,,0,X
T000534,C00332,Time,26/11/2022,46383.00,13.1,Overdue,Y
T000535,C00330,invoice,03/17/2023,GBP 30743,,,
T000536,C00285,P,11/19/2022,GBP 22171,,Late,X
T000537,C00026,invoice,13-11-23,7117,,0,Y
T000538,CASE264,timesheet,18-10-21,GBP 10186,26.0,O,X
T000539,C00037,Time,2021-07-16,12.386K,35.4,Unknown,Y
T000540,C00279,TIME,2021-08-04,£42607,21.0,Complete,Y
T000541,C00466,Timesheet,20/01/2023,GBP 41332,8.9,N/A,X
T000542,C00484,payment,26-07-22,26048.00,,unpaid,
T000543,C00191,Time,02/22/2022,20.792K,7.1,N/A,
T000544,C00462,EXP,01/11/2021,19729.00,,0,X
T000545,C00144,P,2023-10-20,33.266K,,P,X
T000546,C00109,PAY,2023-04-18,GBP 19425,,Late,X
T000547,C00068,Expense,15/04/2023,£15141,,P,Y
T000548,CASE345,Hours,17/04/2022,28653.00,,unpaid,
T000549,C00409,invoice,2022-11-24,9811,,U,X
T000550,C00477,INV,19-12-22,3905,,Paid,X
T000551,C00256,Expenses,2022-05-24,26096,,N/A,
T000552,C00130,I,09/16/2022,21.373K,,1,X
T000553,C00325,Invoice,05/19/2023,36404.00,,N/A,X
T000554,C00411,expense,03/02/2023,£20441,,Paid,X
T000555,C00418,Invoice,20/12/2023,20.441K,,Unknown,
T000556,C00448,E,07/11/2021,£29338,,P,Y
T000557,C00230,Timesheet,09-05-22,GBP 33843,5.2,P,Y
T000558,C00122,Receipt,29/01/2023,4822,,N/A,X
T000559,CASE350,Receipt,05/25/2022,£265,,Complete,X
T000560,C00334,P,05/13/2021,32754,,,
T000561,C00440,timesheet,2022-05-17,£45115,18.5,P,
T000562,C00039,P,12-11-23,43.117K,,O,Y
T000563,C00230,Bill,01/05/2023,GBP 40740,,Paid,
T000564,C00328,payment,2022-02-18,12.322K,,Late,Y
T000565,C00333,E,2022-11-11,38990,,0,Y
T000566,C00202,Expenses,05/06/2021,10.548K,,Unpaid,Y
T000567,C00226,Expense,05/03/2023,32058.00,,Unknown,
T000568,C00203,Receipt,31-08-23,£48432,,overdue,Y
T000569,C00476,Receipt,2022-06-23,26548.00,,Unknown,X
T000570,C00284,P,12/12/2022,27.265K,,unpaid,Y
T000571,C00458,P,31-03-21,14855.00,,N/A,X
T000572,C00259,Receipt,09/20/2022,22.852K,,Late,X
T000573,C00040,Payment,22-03-22,46254,,paid,X
T000574,C00325,TIME,09-10-23,19.01K,15.0,Late,X
T000575,C00152,payment,02-03-22,£36367,,Late,X
T000576,C00266,I,26-03-21,GBP 34287,,overdue,Y
T000577,C00010,payment,08-11-23,30326,,N/A,
T000578,C00186,TIME,2021-09-12,34499.00,14.8,Unpaid,Y
T000579,C00296,E,14-05-23,7335,,Complete,Y
T000580,C00497,Timesheet,06/09/2021,£11386,20.5,paid,
T000581,C00122,Time,2023-05-07,45870,38.9,U,X
TXN582,C00408,Expenses,22/12/2021,35917.00,,1,Y
T000583,CASE480,Payment,2022-02-03,GBP 36168,,1,X
T000584,C00454,invoice,15-06-21,5238.00,,paid,Y
TXN585,C00151,Hours,14-08-23,26.792K,,Overdue,Y
T000586,C00301,INV,06/07/2023,£2343,,Paid,Y
T000587,C00260,Payment,2023-05-05,17.668K,,overdue,Y
T000588,C00331,EXP,2023-03-12,27.927K,,Unpaid,X
TXN589,C00380,PAY,02/06/2022,47250,,O,Y
T000590,C00327,I,17/12/2022,GBP 37246,,Late,Y
T000591,C00273,I,27/02/2022,2930.00,,Pending,
TXN592,C00141,INV,15/04/2021,GBP 33557,,Unknown,X
T000593,CASE441,expense,2022-04-16,£7399,,P,Y
T000594,C00005,INV,05/25/2022,36286,,Paid,X
T000595,CASE291,E,2023-05-30,45058.00,,unpaid,X
T000596,C00207,payment,09/30/2021,21.465K,,O,Y
T000597,C00390,Expenses,2022-04-30,8598,,O,Y
T000598,CASE436,Expenses,2023-12-03,48516.00,,Pending,
T000599,C00096,payment,14-07-22,3624,,unpaid,X
T000600,C00259,TIME,06/20/2023,45976,20.5,unpaid,
T000601,C00028,Expense,27/08/2023,£4879,,Overdue,Y
T000602,C00079,Time,22/06/2021,37.029K,37.0,Unknown,X
TXN603,CASE87,Timesheet,10/10/2021,£13040,26.9,0,X
T000604,C00454,Timesheet,10/08/2023,13584.00,13.6,Overdue,Y
T000605,C00126,I,25/02/2023,1070.00,,Unknown,Y
T000606,C00001,EXP,09/17/2023,49821.00,,Paid,X
T000607,C00142,I,13/01/2023,11.186K,,Complete,
T000608,C00332,Receipt,14-11-21,£29644,,O,Y
T000609,C00153,TIME,24/01/2021,39021,8.5,Complete,Y
T000610,CASE51,Bill,2021-05-27,18264,,,
T000611,C00019,Expense,09/22/2023,12824,,Paid,
T000612,C00475,PAY,12/23/2023,3994,,U,Y
TXN613,CASE182,E,2022-12-29,4212,,Overdue,
T000614,C00354,I,10-07-21,21.822K,,Pending,
TXN615,C00268,TIME,04/12/2023,13.568K,20.2,P,X
T000616,C00324,INV,18-04-21,£8779,,0,X
T000617,C00220,Payment,02-02-23,GBP 17146,,,X
T000618,CASE222,Expense,2021-03-04,£35333,,Unpaid,X
T000619,C00487,invoice,2023-06-16,£4535,,N/A,Y
T000620,CASE285,Hours,09/28/2023,10655,,P,
T000621,CASE384,Payment,06/16/2023,48428,,Late,X
T000622,C00385,Expenses,07/24/2022,34.785K,,Complete,
TXN623,C00054,Time,02/19/2022,48918,7.5,Overdue,
T000624,C00420,expense,06/06/2022,GBP 16090,,overdue,X
T000625,C00034,TIME,04/16/2021,GBP 34322,23.5,paid,X
T000626,C00056,P,2021-08-17,£49625,,paid,Y
T000627,C00351,Time,22/01/2023,2467.00,26.5,Pending,Y
T000628,C00182,EXP,01/29/2021,3041,,P,Y
T000629,CASE89,I,17/04/2022,36604,,Unknown,X
T000630,C00086,INV,05/26/2022,10109.00,,Unknown,X
T000631,C00212,Payment,01/17/2023,£31062,,1,X
T000632,C00402,payment,2023-12-28,GBP 2463,,0,Y
T000633,C00288,Expenses,02-09-22,£41068,,O,Y
T000634,C00194,INV,19-05-22,3431,,Unpaid,X
T000635,C00037,timesheet,07/06/2021,3854,20.8,Unknown,Y
T000636,C00282,Payment,2021-08-07,22471.00,,paid,
T000637,C00480,payment,03/11/2022,38735,,overdue,
T000638,C00199,Timesheet,02/12/2023,27164.00,30.2,Unpaid,Y
TXN639,C00354,I,04/05/2021,13.461K,,Overdue,
T000640,C00459,Receipt,21/02/2023,12725,,Pending,X
T000641,C00279,Time,26/01/2022,4333,20.9,Late,X
T000642,C00402,TIME,09-05-23,27134.00,37.0,1,
T000643,C00409,expense,30-05-23,9428,,Paid,
T000644,C00434,EXP,27-11-22,30114.00,,Paid,
T000645,CASE116,I,09/05/2023,23487.00,,N/A,
T000646,C00298,Bill,02-10-22,21551,,N/A,
T000647,C00438,Receipt,2023-12-06,5591,,0,
T000648,C00243,Expense,05/09/2022,24681,,,Y
T000649,C00327,timesheet,07/28/2023,GBP 15185,37.8,paid,Y
T000650,C00163,expense,2022-11-13,£35096,,Paid,Y
T000651,C00492,payment,2023-10-14,£29659,,Complete,
T000652,C00099,P,08/05/2022,£44531,,0,Y
T000653,C00389,Payment,26/02/2021,16710,,Unpaid,Y
T000654,C00388,Time,02/12/2022,9747.00,4.4,paid,
T000655,C00421,PAY,21-02-21,24185,,unpaid,X
T000656,C00121,Hours,2022-01-26,£10157,,Unpaid,X
TXN657,C00257,Hours,2021-11-12,1487,,unpaid,Y
T000658,C00394,Receipt,05-11-23,27843.00,,Paid,X
T000659,C00296,payment,05/06/2022,£37277,,Unknown,X
T000660,C00131,Expense,2022-01-18,12040.00,,overdue,Y
T000661,C00121,I,04-12-23,£39718,,P,Y
T000662,C00428,I,03/03/2023,GBP 48881,,overdue,Y
T000663,C00416,PAY,2023-05-26,GBP 33914,,P,Y
T000664,C00426,Payment,2023-01-30,15.266K,,Overdue,
T000665,C00059,payment,2023-06-04,6175,,Unknown,
T000666,C00481,TIME,08-01-23,6125,24.5,0,Y
T000667,C00296,timesheet,02/01/2021,36.363K,20.8,Unknown,Y
T000668,CASE353,Payment,01/10/2021,£7980,,Late,X
T000669,C00269,EXP,2021-06-07,£11426,,Overdue,X
T000670,C00106,Expenses,28-11-22,240,,O,Y
T000671,CASE336,TIME,17/09/2021,GBP 4329,29.2,O,X
T000672,C00440,timesheet,08/01/2022,33.152K,28.6,1,Y
T000673,C00380,E,01-01-22,42.379K,,Overdue,Y
TXN674,C00492,expense,11/18/2022,GBP 17930,,overdue,Y
T000675,C00255,EXP,07/20/2021,25444,,Paid,X
T000676,C00387,PAY,08/02/2023,GBP 42745,,,X
T000677,CASE461,Time,05/20/2022,45266,39.5,P,Y
T000678,C00143,Time,2023-03-25,41121.00,26.1,unpaid,X
T000679,C00435,Receipt,20/02/2023,37.553K,,U,X
T000680,CASE145,TIME,15/08/2022,£25945,14.8,unpaid,X
T000681,C00424,Expense,12/11/2022,GBP 28888,,0,
T000682,C00077,I,16/10/2023,40.272K,,P,X
T000683,CASE312,Expense,01/05/2022,£46983,,unpaid,
T000684,C00177,EXP,02/20/2021,26.594K,,Paid,X
T000685,C00483,INV,2023-12-25,29619.00,,Overdue,
T000686,C00242,PAY,09/25/2021,£47974,,Unpaid,
T000687,CASE169,INV,10/24/2021,GBP 35748,,,Y
T000688,C00420,E,02/05/2021,27.471K,,O,
T000689,C00096,Receipt,06/24/2022,£22726,,1,X
TXN690,C00255,PAY,2021-11-25,£27288,,U,Y
T000691,C00398,invoice,2022-02-07,£40069,,overdue,
T000692,C00190,P,30-05-21,£34971,,unpaid,
T000693,C00438,Timesheet,17-02-22,16735.00,37.5,Paid,Y
T000694,C00215,payment,24/07/2021,7279,,Complete,Y
T000695,C00336,Time,07/01/2023,GBP 12835,12.6,0,X
TXN696,CASE135,Expense,30/05/2021,£43663,,Complete,Y
T000697,CASE369,expense,06/15/2023,24054.00,,0,Y
T000698,C00269,invoice,2023-11-08,10730.00,,U,X
T000699,C00013,invoice,2023-02-01,8065,,Paid,
T000700,C00018,Hours,06/02/2023,32449.00,,Complete,
T000701,C00163,invoice,15/03/2022,£26042,,Late,
T000702,C00471,Payment,2023-08-15,24688,,Unknown,X
TXN703,C00058,Payment,04/06/2021,£42474,,Unpaid,
T000704,C00356,Time,26-10-23,36781.00,33.5,Complete,Y
T000705,C00300,Timesheet,12/12/2021,20375.00,0.7,Overdue,Y
T000706,CASE21,invoice,24-09-23,GBP 49590,,Unknown,
TXN707,C00368,INV,24/09/2022,£6185,,U,X
T000708,C00224,Invoice,22/04/2023,41332,,P,
T000709,C00490,Expenses,2021-08-30,GBP 22539,,Paid,X
TXN710,C00369,INV,2022-12-05,38591,,Pending,Y
T000711,CASE289,Hours,07/17/2023,£4380,,P,
T000712,C00080,Time,21-06-22,5931.00,17.3,overdue,X
T000713,C00046,INV,01/23/2022,1948.00,,O,X
T000714,C00467,Hours,2023-12-29,4313,,Paid,Y
T000715,CASE410,expense,02/04/2023,10.549K,,Unknown,
T000716,CASE497,timesheet,08/03/2021,21895,6.0,Unpaid,Y
T000717,CASE171,Hours,10/02/2023,16203,,O,Y
T000718,C00016,EXP,27/05/2022,GBP 37552,,U,
T000719,C00418,Time,28-05-21,44.712K,20.5,Complete,X
T000720,CASE173,timesheet,2023-01-03,9197,35.1,N/A,X
T000721,C00123,P,30/04/2021,37212,,Pending,Y
T000722,C00215,Bill,10/06/2023,7818.00,,Paid,X
T000723,C00085,I,07-03-21,49674.00,,1,X
T000724,C00189,Bill,09-09-22,42738,,Unknown,Y
T000725,C00241,invoice,01/11/2023,GBP 44124,,paid,
T000726,CASE367,Timesheet,27-07-22,£226,32.5,U,Y
T000727,C00171,E,13/11/2021,GBP 17672,,,X
TXN728,C00302,PAY,26/11/2022,43.518K,,Pending,Y
T000729,C00155,payment,24-08-23,4709,,Late,Y
TXN730,C00034,expense,2023-06-10,GBP 45297,,Pending,X
T000731,C00305,Expense,2022-09-08,GBP 31814,,1,X
T000732,CASE260,EXP,07-02-23,GBP 34828,,Pending,Y
T000733,CASE108,Bill,12-09-23,6015,,paid,Y
T000734,C00378,expense,17-04-22,22537,,Unpaid,Y
TXN735,C00356,INV,17/12/2023,2223,,Pending,Y
T000736,CASE432,P,25-01-22,£9690,,0,Y
TXN737,C00457,I,2021-09-24,3908,,,X
T000738,C00204,Expense,2021-05-24,£20080,,O,X
T000739,C00087,Payment,28-06-21,39641,,paid,Y
T000740,C00182,INV,03/31/2021,£12541,,paid,Y
T000741,C00027,expense,23/12/2021,27.951K,,Pending,
T000742,CASE236,Expense,05/03/2022,£39508,,P,Y
T000743,C00267,Receipt,01/16/2021,£13515,,unpaid,
T000744,CASE340,Bill,07/10/2021,29156,,1,Y
T000745,CASE478,Expense,06-07-23,GBP 8754,,Complete,
T000746,C00321,Hours,10-09-21,30.729K,,1,X
T000747,C00416,Hours,06-11-22,30528,,O,
T000748,C00183,payment,06/30/2022,GBP 39623,,paid,X
T000749,C00185,Hours,04/12/2023,43.908K,,Pending,
T000750,C00387,TIME,2023-01-11,£15563,15.6,overdue,Y
T000751,C00021,INV,2023-03-22,41561,,O,Y
T000752,C00062,P,03/06/2021,£25848,,paid,Y
T000753,C00320,Expense,2022-09-22,48398.00,,Paid,X
T000754,CASE371,P,10/13/2021,34.932K,,Late,Y
T000755,C00279,Expenses,01-03-23,GBP 27263,,P,Y
T000756,C00127,I,2023-08-17,28.094K,,,X
T000757,CASE213,TIME,13-09-21,6673.00,28.2,Paid,X
T000758,C00271,expense,05/12/2023,£49924,,paid,Y
T000759,C00303,EXP,09/03/2021,30254,,Late,Y
T000760,C00192,Hours,03-01-22,16.405K,,Unknown,Y
T000761,C00303,timesheet,2022-03-11,£23730,29.9,Pending,X
T000762,C00330,Invoice,19/03/2022,GBP 43592,,N/A,X
T000763,C00280,timesheet,09/08/2023,£46947,28.3,overdue,X
T000764,C00353,payment,2021-02-13,1153,,Unknown,
T000765,C00386,Expense,2023-07-26,45.371K,,U,Y
T000766,CASE276,Time,14-12-21,32.119K,39.3,,X
T000767,C00412,Expense,04/09/2023,£41156,,N/A,Y
T000768,C00405,TIME,21-05-23,1930,29.9,Late,X
T000769,C00385,timesheet,23-09-23,£48404,17.6,Overdue,Y
T000770,C00261,TIME,06/04/2022,47769,30.8,P,
T000771,C00246,timesheet,05/09/2023,45.768K,30.6,U,X
TXN772,C00109,Invoice,06/26/2021,20261,,unpaid,Y
T000773,C00115,Time,06/19/2022,9676.00,24.6,Unpaid,Y
T000774,CASE191,invoice,2022-03-04,33697.00,,Unknown,
T000775,C00188,P,27-06-23,28.557K,,N/A,Y
T000776,C00144,Bill,03/18/2021,16.378K,,P,
T000777,C00465,Expense,20-04-21,3796.00,,Paid,X
T000778,C00130,Bill,08/28/2023,28.091K,,Complete,
T000779,CASE49,PAY,27/08/2023,GBP 42621,,,X
T000780,C00030,Expense,25/05/2022,30335.00,,Pending,
T000781,C00185,Invoice,2022-06-11,8230,,U,Y
T000782,C00255,Time,30/10/2022,£23681,13.3,U,X
T000783,CASE434,Timesheet,13-02-22,23750,11.6,,Y
T000784,C00378,Time,2022-09-15,GBP 41418,32.2,O,Y
T000785,CASE25,payment,13-12-23,4427,,N/A,
T000786,C00369,Expenses,25-02-23,38701,,overdue,Y
T000787,CASE423,I,17-11-22,15256,,Pending,
T000788,C00264,INV,05/28/2021,21102,,0,
T000789,CASE24,P,26/11/2023,48540.00,,Late,Y
T000790,C00059,invoice,25/12/2021,£3868,,Paid,
T000791,CASE109,E,16-09-22,£33239,,,Y
T000792,C00134,P,2021-04-09,£23690,,Paid,
T000793,C00177,Invoice,2022-04-04,£11852,,unpaid,
T000794,CASE262,payment,2021-06-28,GBP 35713,,0,Y
T000795,C00143,INV,01-10-23,£19719,,N/A,
TXN796,C00100,Expenses,2023-09-07,26.071K,,Overdue,X
T000797,C00291,P,01-10-22,£38674,,,Y
T000798,C00198,I,16/11/2023,28.557K,,unpaid,Y
T000799,C00092,INV,2022-05-15,£38291,,Late,X
T000800,C00126,EXP,04-12-22,GBP 16816,,P,X
T000801,C00020,INV,26/12/2021,GBP 35239,,1,Y
T000802,C00172,Time,12/03/2022,GBP 29131,22.6,P,
T000803,C00010,Bill,2021-07-03,31599,,unpaid,Y
T000804,C00478,TIME,03/31/2023,£11149,13.1,overdue,
T000805,C00319,Time,27-05-21,GBP 34722,33.7,overdue,Y
TXN806,C00065,Expenses,2021-07-03,£17289,,0,
T000807,C00440,EXP,12/04/2023,£29197,,Paid,Y
T000808,C00070,Receipt,2023-06-20,1084,,paid,X
T000809,C00074,TIME,07/01/2022,41273,38.8,unpaid,Y
T000810,C00044,EXP,09-11-21,33.242K,,Complete,Y
T000811,CASE298,Receipt,25-03-23,25206,,unpaid,Y
TXN812,CASE119,Bill,03/27/2023,17393,,O,
T000813,C00152,Receipt,06/22/2022,£40564,,Paid,
TXN814,C00427,EXP,18-11-23,29.49K,,Overdue,X
T000815,C00252,INV,02-05-22,4428,,Pending,X
T000816,C00008,Hours,25-08-21,20395.00,,Complete,Y
T000817,C00351,Hours,22/07/2021,6845.00,,Overdue,Y
T000818,C00458,invoice,2021-12-08,44320,,P,X
T000819,C00101,I,11/19/2023,47984,,paid,
T000820,C00359,EXP,12/26/2023,256,,U,
T000821,C00128,Expenses,05/09/2022,GBP 9375,,Late,Y
T000822,C00082,Expense,07/17/2022,£8464,,,Y
T000823,C00187,P,2022-04-26,GBP 2004,,0,
T000824,C00489,Bill,06/09/2023,9986.00,,overdue,Y
T000825,C00056,payment,04/07/2022,19974.00,,Paid,Y
T000826,C00356,payment,02-01-22,33225.00,,U,
T000827,C00164,payment,17-12-22,£2122,,Pending,Y
T000828,C00199,expense,25/01/2023,£31872,,N/A,Y
T000829,CASE293,Expense,10-06-22,£38134,,P,Y
T000830,C00080,INV,2021-05-08,37435,,Unknown,X
T000831,C00176,I,2023-08-08,GBP 26260,,,X
T000832,CASE93,INV,31-12-22,53,,Late,Y
T000833,C00388,Bill,01/14/2023,40461.00,,P,X
T000834,C00191,P,2021-10-25,7292.00,,paid,X
T000835,C00353,Expenses,2023-06-10,12.654K,,0,X
T000836,C00387,INV,2021-07-24,6201,,unpaid,
T000837,C00080,E,2023-10-07,19540,,Unknown,Y
T000838,C00274,expense,05/10/2022,44.363K,,0,Y
T000839,CASE216,PAY,24-10-21,29406,,1,
T000840,C00036,INV,29-06-23,48653.00,,unpaid,Y
T000841,C00334,E,2023-04-10,22651,,N/A,X
T000842,C00168,Expenses,2021-01-06,£25651,,paid,X
TXN843,C00018,expense,02/25/2023,GBP 7723,,Unknown,Y
T000844,C00072,I,02/13/2022,33111.00,,N/A,X
T000845,C00156,Expenses,03/05/2022,GBP 23519,,U,Y
T000846,C00114,I,07/31/2021,GBP 28136,,O,X
T000847,C00086,E,01/03/2022,42342,,Late,Y
T000848,C00299,I,2022-08-17,£16900,,Paid,X
T000849,C00152,TIME,04-03-22,28050.00,31.8,Unpaid,X
T000850,C00411,I,12/19/2022,19.451K,,1,Y
T000851,C00108,Invoice,13-10-21,22.24K,,overdue,
T000852,C00329,E,17/07/2023,32372.00,,Unpaid,Y
T000853,C00177,EXP,01-05-22,38543,,Complete,
T000854,C00228,INV,09/11/2022,24479.00,,Unpaid,Y
T000855,CASE31,INV,24-03-23,32.937K,,Pending,
TXN856,C00432,expense,2022-06-08,12.515K,,,
T000857,CASE1,Bill,23-11-22,£8772,,paid,
T000858,C00139,expense,29/06/2021,3414,,,Y
T000859,C00360,P,20-09-23,33082.00,,P,Y
T000860,C00334,P,09/24/2022,14.764K,,Unpaid,X
T000861,C00233,INV,23-04-21,GBP 12679,,Complete,Y
T000862,C00332,Timesheet,09/07/2023,18572,26.8,paid,X
T000863,C00434,INV,24-02-21,8861,,O,Y
T000864,C00388,TIME,13-05-22,14949.00,15.4,Pending,Y
T000865,C00420,Expenses,02-04-22,34896,,paid,Y
T000866,C00168,PAY,08/18/2023,856,,1,X
T000867,CASE449,E,12/09/2023,32817.00,,paid,Y
T000868,C00391,Time,2022-02-10,£40984,5.9,Late,Y
T000869,C00443,TIME,2023-11-03,11.792K,24.5,Late,Y
T000870,C00361,Expense,11/27/2023,£24228,,N/A,Y
T000871,C00042,PAY,06-06-22,GBP 33396,,,X
TXN872,C00055,E,06/17/2022,899.00,,0,
T000873,C00207,EXP,05/05/2023,31654.00,,P,
T000874,C00237,PAY,13-01-23,25527,,Overdue,X
T000875,C00164,Hours,04/11/2023,5383,,1,Y
T000876,C00437,P,07/02/2021,25.961K,,N/A,X
T000877,CASE250,PAY,2023-12-13,17418,,P,X
T000878,C00191,payment,23-02-21,12.249K,,unpaid,Y
T000879,C00323,timesheet,19/08/2023,GBP 46947,31.3,N/A,X
T000880,CASE120,PAY,09/09/2023,27706.00,,1,
T000881,C00028,Bill,31-07-23,£43938,,paid,Y
T000882,C00165,timesheet,2021-12-29,2055.00,37.7,Unpaid,
TXN883,C00344,payment,2022-07-01,31.498K,,Overdue,Y
TXN884,CASE272,Time,2023-12-26,33200.00,21.8,P,
T000885,C00126,I,28-01-23,£29013,,Unknown,X
T000886,C00441,P,2023-04-25,GBP 41281,,Late,Y
T000887,CASE116,P,11/26/2021,23186.00,,N/A,
T000888,C00237,invoice,2023-12-12,41124,,unpaid,
T000889,C00181,invoice,06/07/2023,37864,,unpaid,X
T000890,C00267,E,2023-07-08,26.562K,,Complete,X
TXN891,C00373,Time,2022-10-06,£3990,9.5,,Y
T000892,C00483,P,23/07/2023,29.979K,,U,Y
T000893,C00490,P,11-02-23,47503.00,,0,
T000894,C00085,E,07/30/2023,GBP 28550,,Complete,Y
T000895,C00121,E,22/06/2022,£26094,,1,X
T000896,C00041,payment,22/05/2021,19223.00,,Complete,X
T000897,CASE3,I,11/28/2022,GBP 41433,,Paid,X
T000898,C00498,TIME,16-07-21,£23672,16.7,P,
T000899,C00379,Expenses,11-06-21,34404,,unpaid,X
TXN900,CASE123,invoice,29-01-22,27289,,N/A,Y
T000901,CASE148,payment,2022-12-24,£4823,,Overdue,
T000902,C00105,Time,13-08-22,GBP 43816,20.4,Unpaid,
T000903,C00140,I,04/23/2023,19657.00,,paid,
T000904,C00060,Hours,2023-06-18,37875,,unpaid,X
T000905,C00070,Time,2023-04-18,GBP 41244,26.7,Unknown,Y
T000906,C00359,timesheet,22/11/2022,£22552,31.3,P,Y
T000907,C00316,P,2023-02-27,8745.00,,Late,X
T000908,CASE183,PAY,04/17/2022,38878.00,,1,Y
T000909,C00158,E,03-12-22,£2009,,1,X
T000910,CASE175,expense,2022-08-05,14633.00,,Complete,Y
T000911,C00376,Timesheet,10/11/2022,£25745,20.6,O,X
T000912,C00139,TIME,2021-11-10,GBP 2364,3.1,Late,X
T000913,CASE413,Expense,24/07/2022,£45814,,Paid,
T000914,C00346,TIME,2021-06-02,GBP 38576,30.5,Unknown,X
T000915,C00395,expense,03/06/2022,8256,,O,
T000916,C00464,Time,13-06-23,17170,14.2,Overdue,X
T000917,C00437,E,2022-01-29,£11919,,O,
T000918,C00158,EXP,22/04/2022,£40100,,,Y
