transaction_id,case_id,transaction_type,transaction_date,amount_gbp,hours_worked,payment_status
TXN000423,CASE0266,Payment,18/12/2021,6181,,Overdue
TXN000424,CASE0105,Expense,17/01/2021,40487,,Paid
TXN000425,CASE0300,Expense,25/07/2022,15179,,Pending
TXN000426,CASE0232,Invoice,16/12/2021,47130,,Overdue
TXN000427,CASE0472,Payment,09/02/2023,32123,,Paid
TXN000428,CASE0170,Timesheet,02/01/2023,36137,22.5,Paid
TXN000429,CASE0328,Payment,14/02/2023,32189,,Overdue
TXN000430,CASE0116,Timesheet,02/04/2021,4138,11.7,Paid
TXN000431,CASE0480,Other,21/09/2023,24808,,Overdue
TXN000432,CASE0203,Timesheet,25/07/2021,38407,22.5,Unpaid
TXN000433,CASE0148,Timesheet,28/02/2022,29132,3.8,Paid
TXN000434,CASE0162,Other,06/06/2021,20499,,Unpaid
TXN000435,CASE0031,Timesheet,31/08/2021,7776,1.0,Overdue
TXN000436,CASE0367,Invoice,05/09/2022,48850,,Unpaid
TXN000437,CASE0457,Timesheet,13/03/2022,11943,14.8,Paid
TXN000438,CASE0232,Timesheet,04/07/2021,44100,28.2,Pending
TXN000439,CASE0451,Timesheet,20/11/2023,19375,18.5,Paid
TXN000440,CASE0069,Payment,10/01/2022,36961,,Paid
TXN000441,CASE0048,Payment,19/05/2022,21944,,Unpaid
TXN000442,CASE0058,Expense,21/05/2023,42517,,Overdue
TXN000443,CASE0434,Invoice,23/07/2022,45368,,Paid
TXN000444,CASE0403,Timesheet,31/07/2021,36793,,Overdue
TXN000445,CASE0314,Invoice,04/11/2022,34522,,Paid
TXN000446,CASE0407,Expense,25/12/2023,14264,,Pending
TXN000447,CASE0262,Invoice,07/12/2021,45841,,Paid
TXN000448,CASE0388,Payment,17/12/2022,47605,,Pending
TXN000449,CASE0181,Timesheet,26/08/2023,30162,10.6,Paid
TXN000450,CASE0311,Expense,02/08/2022,36021,,Unpaid
TXN000451,CASE0459,Other,31/10/2023,49253,,Unpaid
TXN000452,CASE0473,Other,03/09/2021,14284,,Paid
TXN000453,CASE0270,Expense,24/12/2021,47196,,Paid
TXN000454,CASE0247,Expense,08/07/2022,49938,,Pending
TXN000455,CASE0470,Timesheet,12/04/2021,11388,23.7,Pending
TXN000456,CASE0055,Timesheet,11/08/2022,19358,7.7,Overdue
TXN000457,CASE0435,Invoice,05/01/2022,25018,,Overdue
TXN000458,CASE0095,Timesheet,22/09/2023,36243,,Paid
TXN000459,CASE0024,Timesheet,18/05/2021,19314,25.1,Paid
TXN000460,CASE0195,Invoice,25/11/2022,14331,,Overdue
TXN000461,CASE0201,Other,27/12/2022,23848,,Paid
TXN000462,CASE0314,Timesheet,22/09/2023,24467,20.2,Overdue
TXN000463,CASE0006,Timesheet,20/05/2022,32816,36.1,Unpaid
TXN000464,CASE0108,Invoice,24/09/2022,31182,,Paid
TXN000465,CASE0055,Invoice,22/09/2021,32552,,Paid
TXN000466,CASE0129,Other,15/06/2022,23151,,Unpaid
TXN000467,CASE0018,Other,05/08/2022,2487,,Overdue
TXN000468,CASE0431,Timesheet,21/05/2022,14306,20.0,Unpaid
TXN000469,CASE0222,Invoice,24/07/2021,22154,,Paid
TXN000470,CASE0499,Invoice,07/08/2023,24825,,Paid
TXN000471,CASE0485,Invoice,03/03/2021,9582,,Overdue
TXN000472,CASE0163,Other,11/07/2021,30453,,Pending
TXN000473,CASE0035,Payment,08/07/2022,2098,,Overdue
TXN000474,CASE0468,Expense,08/02/2023,48634,,Paid
TXN000475,CASE0033,Invoice,25/12/2023,18951,,Paid
TXN000476,CASE0205,Other,25/06/2022,46630,,Paid
TXN000477,CASE0482,Payment,07/07/2022,33976,,Overdue
TXN000478,CASE0123,Expense,23/02/2023,19093,,Overdue
TXN000479,CASE0238,Timesheet,14/02/2023,43389,31.5,Paid
TXN000480,CASE0133,Invoice,06/09/2022,3407,,Paid
TXN000481,CASE0066,Other,24/09/2022,14706,,Overdue
TXN000482,CASE0452,Invoice,26/04/2023,36948,,Overdue
TXN000483,CASE0087,Invoice,08/01/2021,23063,,Paid
TXN000484,CASE0413,Other,26/03/2022,34431,,Overdue
TXN000485,CASE0064,Expense,07/07/2022,48968,,Paid
TXN000486,CASE0191,Payment,12/07/2023,30479,,Paid
TXN000487,CASE0138,Other,02/09/2022,11323,,Paid
TXN000488,CASE0335,Expense,31/12/2023,38873,,Paid
TXN000489,CASE0103,Payment,12/05/2021,45478,,Paid
TXN000490,CASE0010,Payment,18/05/2021,49313,,Pending
TXN000491,CASE0472,Expense,19/07/2022,36046,,Unpaid
TXN000492,CASE0264,Invoice,23/09/2022,38075,,Overdue
TXN000493,CASE0442,Other,29/05/2021,32641,,Overdue
TXN000494,CASE0432,Payment,20/09/2023,11176,,Unpaid
TXN000495,CASE0363,Other,07/01/2023,42027,,Paid
TXN000496,CASE0256,Invoice,01/04/2021,6951,,Overdue
TXN000497,CASE0009,Other,25/03/2021,38769,,Paid
TXN000498,CASE0277,Invoice,28/06/2022,11258,,Paid
TXN000499,CASE0093,Other,23/09/2023,31892,,Paid
TXN000500,CASE0249,Invoice,25/06/2022,26131,,Paid
TXN000501,CASE0021,Invoice,01/02/2021,48844,,Paid
TXN000502,CASE0256,Payment,18/02/2023,33988,,Overdue
TXN000503,CASE0086,Invoice,22/03/2022,49543,,Pending
TXN000504,CASE0431,Payment,12/06/2021,37758,,Paid
TXN000505,CASE0370,Payment,31/03/2022,3987,,Paid
TXN000506,CASE0112,Invoice,22/02/2022,26876,,Unpaid
TXN000507,CASE0135,Other,19/05/2021,47261,,Paid
TXN000508,CASE0291,Timesheet,27/05/2022,33284,12.7,Pending
TXN000509,CASE0082,Timesheet,17/08/2023,2309,12.2,Unpaid
TXN000510,CASE0441,Timesheet,03/06/2021,7875,30.9,Overdue
TXN000511,CASE0314,Invoice,07/01/2023,38595,,Unpaid
TXN000512,CASE0245,Other,03/05/2021,36661,,Unpaid
TXN000513,CASE0326,Timesheet,10/10/2021,44461,3.4,Paid
TXN000514,CASE0290,Payment,28/07/2022,26452,,Overdue
TXN000515,CASE0292,Timesheet,30/08/2021,41102,,Overdue
TXN000516,CASE0203,Timesheet,12/09/2023,40876,18.1,Unpaid
TXN000517,CASE0141,Timesheet,10/09/2022,8315,21.3,Overdue
TXN000518,CASE0355,Payment,29/01/2022,32077,,Paid
TXN000519,CASE0384,Expense,30/09/2021,21496,,Overdue
TXN000520,CASE0435,Expense,02/11/2021,21930,,Unpaid
TXN000521,CASE0435,Timesheet,29/04/2021,13783,13.4,Overdue
TXN000522,CASE0411,Other,07/10/2022,84,,Unpaid
TXN000523,CASE0124,Invoice,11/04/2023,110,,Overdue
TXN000524,CASE0095,Payment,29/07/2021,33702,,Pending
TXN000525,CASE0211,Timesheet,22/10/2023,8753,,Unpaid
TXN000526,CASE0200,Timesheet,24/03/2021,10469,11.0,Unpaid
TXN000527,CASE0283,Payment,28/06/2022,5954,,Overdue
TXN000528,CASE0357,Invoice,28/10/2022,17930,,Unpaid
TXN000529,CASE0330,Other,24/10/2022,42178,,Paid
TXN000530,CASE0458,Timesheet,16/07/2021,38965,33.2,Unpaid
TXN000531,CASE0339,Payment,13/10/2021,34478,,Paid
TXN000532,CASE0314,Other,31/08/2022,14069,,Overdue
TXN000533,CASE0139,Other,06/10/2023,34748,,Unpaid
TXN000534,CASE0332,Timesheet,26/11/2022,46383,13.1,Overdue
TXN000535,CASE0330,Invoice,17/03/2023,30743,,Pending
TXN000536,CASE0285,Other,19/11/2022,22171,,Overdue
TXN000537,CASE0026,Invoice,13/11/2023,7117,,Unpaid
TXN000538,CASE0264,Timesheet,18/10/2021,10186,26.0,Overdue
TXN000539,CASE0037,Timesheet,16/07/2021,12386,35.4,Pending
TXN000540,CASE0279,Timesheet,04/08/2021,42607,21.0,Paid
TXN000541,CASE0466,Timesheet,20/01/2023,41332,8.9,Pending
TXN000542,CASE0484,Payment,26/07/2022,26048,,Unpaid
TXN000543,CASE0191,Timesheet,22/02/2022,20792,7.1,Pending
TXN000544,CASE0462,Expense,01/11/2021,19729,,Unpaid
TXN000545,CASE0144,Other,20/10/2023,33266,,Paid
TXN000546,CASE0109,Payment,18/04/2023,19425,,Overdue
TXN000547,CASE0068,Expense,15/04/2023,15141,,Paid
TXN000548,CASE0345,Timesheet,17/04/2022,28653,,Unpaid
TXN000549,CASE0409,Invoice,24/11/2022,9811,,Unpaid
TXN000550,CASE0477,Invoice,19/12/2022,3905,,Paid
TXN000551,CASE0256,Expense,24/05/2022,26096,,Pending
TXN000552,CASE0130,Other,16/09/2022,21373,,Paid
TXN000553,CASE0325,Invoice,19/05/2023,36404,,Pending
TXN000554,CASE0411,Expense,03/02/2023,20441,,Paid
TXN000555,CASE0418,Invoice,20/12/2023,20441,,Pending
TXN000556,CASE0448,Other,07/11/2021,29338,,Paid
TXN000557,CASE0230,Timesheet,09/05/2022,33843,5.2,Paid
TXN000558,CASE0122,Payment,29/01/2023,4822,,Pending
TXN000559,CASE0350,Payment,25/05/2022,265,,Paid
TXN000560,CASE0334,Other,13/05/2021,32754,,Pending
TXN000561,CASE0440,Timesheet,17/05/2022,45115,18.5,Paid
TXN000562,CASE0039,Other,12/11/2023,43117,,Overdue
TXN000563,CASE0230,Invoice,01/05/2023,40740,,Paid
TXN000564,CASE0328,Payment,18/02/2022,12322,,Overdue
TXN000565,CASE0333,Other,11/11/2022,38990,,Unpaid
TXN000566,CASE0202,Expense,05/06/2021,10548,,Unpaid
TXN000567,CASE0226,Expense,05/03/2023,32058,,Pending
TXN000568,CASE0203,Payment,31/08/2023,48432,,Overdue
TXN000569,CASE0476,Payment,23/06/2022,26548,,Pending
TXN000570,CASE0284,Other,12/12/2022,27265,,Unpaid
TXN000571,CASE0458,Other,31/03/2021,14855,,Pending
TXN000572,CASE0259,Payment,20/09/2022,22852,,Overdue
TXN000573,CASE0040,Payment,22/03/2022,46254,,Paid
TXN000574,CASE0325,Timesheet,09/10/2023,19010,15.0,Overdue
TXN000575,CASE0152,Payment,02/03/2022,36367,,Overdue
TXN000576,CASE0266,Other,26/03/2021,34287,,Overdue
TXN000577,CASE0010,Payment,08/11/2023,30326,,Pending
TXN000578,CASE0186,Timesheet,12/09/2021,34499,14.8,Unpaid
TXN000579,CASE0296,Other,14/05/2023,7335,,Paid
TXN000580,CASE0497,Timesheet,06/09/2021,11386,20.5,Paid
TXN000581,CASE0122,Timesheet,07/05/2023,45870,38.9,Unpaid
TXN000582,CASE0408,Expense,22/12/2021,35917,,Paid
TXN000583,CASE0480,Payment,03/02/2022,36168,,Paid
TXN000584,CASE0454,Invoice,15/06/2021,5238,,Paid
TXN000585,CASE0151,Timesheet,14/08/2023,26792,,Overdue
TXN000586,CASE0301,Invoice,06/07/2023,2343,,Paid
TXN000587,CASE0260,Payment,05/05/2023,17668,,Overdue
TXN000588,CASE0331,Expense,12/03/2023,27927,,Unpaid
TXN000589,CASE0380,Payment,02/06/2022,47250,,Overdue
TXN000590,CASE0327,Other,17/12/2022,37246,,Overdue
TXN000591,CASE0273,Other,27/02/2022,2930,,Unpaid
TXN000592,CASE0141,Invoice,15/04/2021,33557,,Pending
TXN000593,CASE0441,Expense,16/04/2022,7399,,Paid
TXN000594,CASE0005,Invoice,25/05/2022,36286,,Paid
TXN000595,CASE0291,Other,30/05/2023,45058,,Unpaid
TXN000596,CASE0207,Payment,30/09/2021,21465,,Overdue
TXN000597,CASE0390,Expense,30/04/2022,8598,,Overdue
TXN000598,CASE0436,Expense,03/12/2023,48516,,Unpaid
TXN000599,CASE0096,Payment,14/07/2022,3624,,Unpaid
TXN000600,CASE0259,Timesheet,20/06/2023,45976,20.5,Unpaid
TXN000601,CASE0028,Expense,27/08/2023,4879,,Overdue
TXN000602,CASE0079,Timesheet,22/06/2021,37029,37.0,Pending
TXN000603,CASE0087,Timesheet,10/10/2021,13040,26.9,Unpaid
TXN000604,CASE0454,Timesheet,10/08/2023,13584,13.6,Overdue
TXN000605,CASE0126,Other,25/02/2023,1070,,Pending
TXN000606,CASE0001,Expense,17/09/2023,49821,,Paid
TXN000607,CASE0142,Other,13/01/2023,11186,,Paid
TXN000608,CASE0332,Payment,14/11/2021,29644,,Overdue
TXN000609,CASE0153,Timesheet,24/01/2021,39021,8.5,Paid
TXN000610,CASE0051,Invoice,27/05/2021,18264,,Pending
TXN000611,CASE0019,Expense,22/09/2023,12824,,Paid
TXN000612,CASE0475,Payment,23/12/2023,3994,,Unpaid
TXN000613,CASE0182,Other,29/12/2022,4212,,Overdue
TXN000614,CASE0354,Other,10/07/2021,21822,,Unpaid
TXN000615,CASE0268,Timesheet,04/12/2023,13568,20.2,Paid
TXN000616,CASE0324,Invoice,18/04/2021,8779,,Unpaid
TXN000617,CASE0220,Payment,02/02/2023,17146,,Pending
TXN000618,CASE0222,Expense,04/03/2021,35333,,Unpaid
TXN000619,CASE0487,Invoice,16/06/2023,4535,,Pending
TXN000620,CASE0285,Timesheet,28/09/2023,10655,,Paid
TXN000621,CASE0384,Payment,16/06/2023,48428,,Overdue
TXN000622,CASE0385,Expense,24/07/2022,34785,,Paid
TXN000623,CASE0054,Timesheet,19/02/2022,48918,7.5,Overdue
TXN000624,CASE0420,Expense,06/06/2022,16090,,Overdue
TXN000625,CASE0034,Timesheet,16/04/2021,34322,23.5,Paid
TXN000626,CASE0056,Other,17/08/2021,49625,,Paid
TXN000627,CASE0351,Timesheet,22/01/2023,2467,26.5,Unpaid
TXN000628,CASE0182,Expense,29/01/2021,3041,,Paid
TXN000629,CASE0089,Other,17/04/2022,36604,,Pending
TXN000630,CASE0086,Invoice,26/05/2022,10109,,Pending
TXN000631,CASE0212,Payment,17/01/2023,31062,,Paid
TXN000632,CASE0402,Payment,28/12/2023,2463,,Unpaid
TXN000633,CASE0288,Expense,02/09/2022,41068,,Overdue
TXN000634,CASE0194,Invoice,19/05/2022,3431,,Unpaid
TXN000635,CASE0037,Timesheet,07/06/2021,3854,20.8,Pending
TXN000636,CASE0282,Payment,07/08/2021,22471,,Paid
TXN000637,CASE0480,Payment,03/11/2022,38735,,Overdue
TXN000638,CASE0199,Timesheet,02/12/2023,27164,30.2,Unpaid
TXN000639,CASE0354,Other,04/05/2021,13461,,Overdue
TXN000640,CASE0459,Payment,21/02/2023,12725,,Unpaid
TXN000641,CASE0279,Timesheet,26/01/2022,4333,20.9,Overdue
TXN000642,CASE0402,Timesheet,09/05/2023,27134,37.0,Paid
TXN000643,CASE0409,Expense,30/05/2023,9428,,Paid
TXN000644,CASE0434,Expense,27/11/2022,30114,,Paid
TXN000645,CASE0116,Other,09/05/2023,23487,,Pending
TXN000646,CASE0298,Invoice,02/10/2022,21551,,Pending
TXN000647,CASE0438,Payment,06/12/2023,5591,,Unpaid
TXN000648,CASE0243,Expense,05/09/2022,24681,,Pending
TXN000649,CASE0327,Timesheet,28/07/2023,15185,37.8,Paid
TXN000650,CASE0163,Expense,13/11/2022,35096,,Paid
TXN000651,CASE0492,Payment,14/10/2023,29659,,Paid
TXN000652,CASE0099,Other,08/05/2022,44531,,Unpaid
TXN000653,CASE0389,Payment,26/02/2021,16710,,Unpaid
TXN000654,CASE0388,Timesheet,02/12/2022,9747,4.4,Paid
TXN000655,CASE0421,Payment,21/02/2021,24185,,Unpaid
TXN000656,CASE0121,Timesheet,26/01/2022,10157,,Unpaid
TXN000657,CASE0257,Timesheet,12/11/2021,1487,,Unpaid
TXN000658,CASE0394,Payment,05/11/2023,27843,,Paid
TXN000659,CASE0296,Payment,05/06/2022,37277,,Pending
TXN000660,CASE0131,Expense,18/01/2022,12040,,Overdue
TXN000661,CASE0121,Other,04/12/2023,39718,,Paid
TXN000662,CASE0428,Other,03/03/2023,48881,,Overdue
TXN000663,CASE0416,Payment,26/05/2023,33914,,Paid
TXN000664,CASE0426,Payment,30/01/2023,15266,,Overdue
TXN000665,CASE0059,Payment,04/06/2023,6175,,Pending
TXN000666,CASE0481,Timesheet,08/01/2023,6125,24.5,Unpaid
TXN000667,CASE0296,Timesheet,02/01/2021,36363,20.8,Pending
TXN000668,CASE0353,Payment,01/10/2021,7980,,Overdue
TXN000669,CASE0269,Expense,07/06/2021,11426,,Overdue
TXN000670,CASE0106,Expense,28/11/2022,240,,Overdue
TXN000671,CASE0336,Timesheet,17/09/2021,4329,29.2,Overdue
TXN000672,CASE0440,Timesheet,08/01/2022,33152,28.6,Paid
TXN000673,CASE0380,Other,01/01/2022,42379,,Overdue
TXN000674,CASE0492,Expense,18/11/2022,17930,,Overdue
TXN000675,CASE0255,Expense,20/07/2021,25444,,Paid
TXN000676,CASE0387,Payment,08/02/2023,42745,,Pending
TXN000677,CASE0461,Timesheet,20/05/2022,45266,39.5,Paid
TXN000678,CASE0143,Timesheet,25/03/2023,41121,26.1,Unpaid
TXN000679,CASE0435,Payment,20/02/2023,37553,,Unpaid
TXN000680,CASE0145,Timesheet,15/08/2022,25945,14.8,Unpaid
TXN000681,CASE0424,Expense,12/11/2022,28888,,Unpaid
TXN000682,CASE0077,Other,16/10/2023,40272,,Paid
TXN000683,CASE0312,Expense,01/05/2022,46983,,Unpaid
TXN000684,CASE0177,Expense,20/02/2021,26594,,Paid
TXN000685,CASE0483,Invoice,25/12/2023,29619,,Overdue
TXN000686,CASE0242,Payment,25/09/2021,47974,,Unpaid
TXN000687,CASE0169,Invoice,24/10/2021,35748,,Pending
TXN000688,CASE0420,Other,02/05/2021,27471,,Overdue
TXN000689,CASE0096,Payment,24/06/2022,22726,,Paid
TXN000690,CASE0255,Payment,25/11/2021,27288,,Unpaid
TXN000691,CASE0398,Invoice,07/02/2022,40069,,Overdue
TXN000692,CASE0190,Other,30/05/2021,34971,,Unpaid
TXN000693,CASE0438,Timesheet,17/02/2022,16735,37.5,Paid
TXN000694,CASE0215,Payment,24/07/2021,7279,,Paid
TXN000695,CASE0336,Timesheet,07/01/2023,12835,12.6,Unpaid
TXN000696,CASE0135,Expense,30/05/2021,43663,,Paid
TXN000697,CASE0369,Expense,15/06/2023,24054,,Unpaid
TXN000698,CASE0269,Invoice,08/11/2023,10730,,Unpaid
TXN000699,CASE0013,Invoice,01/02/2023,8065,,Paid
TXN000700,CASE0018,Timesheet,06/02/2023,32449,,Paid
TXN000701,CASE0163,Invoice,15/03/2022,26042,,Overdue
TXN000702,CASE0471,Payment,15/08/2023,24688,,Pending
TXN000703,CASE0058,Payment,04/06/2021,42474,,Unpaid
TXN000704,CASE0356,Timesheet,26/10/2023,36781,33.5,Paid
TXN000705,CASE0300,Timesheet,12/12/2021,20375,0.7,Overdue
TXN000706,CASE0021,Invoice,24/09/2023,49590,,Pending
TXN000707,CASE0368,Invoice,24/09/2022,6185,,Unpaid
TXN000708,CASE0224,Invoice,22/04/2023,41332,,Paid
TXN000709,CASE0490,Expense,30/08/2021,22539,,Paid
TXN000710,CASE0369,Invoice,05/12/2022,38591,,Unpaid
TXN000711,CASE0289,Timesheet,17/07/2023,4380,,Paid
TXN000712,CASE0080,Timesheet,21/06/2022,5931,17.3,Overdue
TXN000713,CASE0046,Invoice,23/01/2022,1948,,Overdue
TXN000714,CASE0467,Timesheet,29/12/2023,4313,,Paid
TXN000715,CASE0410,Expense,02/04/2023,10549,,Pending
TXN000716,CASE0497,Timesheet,08/03/2021,21895,6.0,Unpaid
TXN000717,CASE0171,Timesheet,10/02/2023,16203,,Overdue
TXN000718,CASE0016,Expense,27/05/2022,37552,,Unpaid
TXN000719,CASE0418,Timesheet,28/05/2021,44712,20.5,Paid
TXN000720,CASE0173,Timesheet,03/01/2023,9197,35.1,Pending
TXN000721,CASE0123,Other,30/04/2021,37212,,Unpaid
TXN000722,CASE0215,Invoice,10/06/2023,7818,,Paid
TXN000723,CASE0085,Other,07/03/2021,49674,,Paid
TXN000724,CASE0189,Invoice,09/09/2022,42738,,Pending
TXN000725,CASE0241,Invoice,01/11/2023,44124,,Paid
TXN000726,CASE0367,Timesheet,27/07/2022,226,32.5,Unpaid
TXN000727,CASE0171,Other,13/11/2021,17672,,Pending
TXN000728,CASE0302,Payment,26/11/2022,43518,,Unpaid
TXN000729,CASE0155,Payment,24/08/2023,4709,,Overdue
TXN000730,CASE0034,Expense,10/06/2023,45297,,Unpaid
TXN000731,CASE0305,Expense,08/09/2022,31814,,Paid
TXN000732,CASE0260,Expense,07/02/2023,34828,,Unpaid
TXN000733,CASE0108,Invoice,12/09/2023,6015,,Paid
TXN000734,CASE0378,Expense,17/04/2022,22537,,Unpaid
TXN000735,CASE0356,Invoice,17/12/2023,2223,,Unpaid
TXN000736,CASE0432,Other,25/01/2022,9690,,Unpaid
TXN000737,CASE0457,Other,24/09/2021,3908,,Pending
TXN000738,CASE0204,Expense,24/05/2021,20080,,Overdue
TXN000739,CASE0087,Payment,28/06/2021,39641,,Paid
TXN000740,CASE0182,Invoice,31/03/2021,12541,,Paid
TXN000741,CASE0027,Expense,23/12/2021,27951,,Unpaid
TXN000742,CASE0236,Expense,05/03/2022,39508,,Paid
TXN000743,CASE0267,Payment,16/01/2021,13515,,Unpaid
TXN000744,CASE0340,Invoice,07/10/2021,29156,,Paid
TXN000745,CASE0478,Expense,06/07/2023,8754,,Paid
TXN000746,CASE0321,Timesheet,10/09/2021,30729,,Paid
TXN000747,CASE0416,Timesheet,06/11/2022,30528,,Overdue
TXN000748,CASE0183,Payment,30/06/2022,39623,,Paid
TXN000749,CASE0185,Timesheet,04/12/2023,43908,,Unpaid
TXN000750,CASE0387,Timesheet,11/01/2023,15563,15.6,Overdue
TXN000751,CASE0021,Invoice,22/03/2023,41561,,Overdue
TXN000752,CASE0062,Other,03/06/2021,25848,,Paid
TXN000753,CASE0320,Expense,22/09/2022,48398,,Paid
TXN000754,CASE0371,Other,13/10/2021,34932,,Overdue
TXN000755,CASE0279,Expense,01/03/2023,27263,,Paid
TXN000756,CASE0127,Other,17/08/2023,28094,,Pending
TXN000757,CASE0213,Timesheet,13/09/2021,6673,28.2,Paid
TXN000758,CASE0271,Expense,05/12/2023,49924,,Paid
TXN000759,CASE0303,Expense,09/03/2021,30254,,Overdue
TXN000760,CASE0192,Timesheet,03/01/2022,16405,,Pending
TXN000761,CASE0303,Timesheet,11/03/2022,23730,29.9,Unpaid
TXN000762,CASE0330,Invoice,19/03/2022,43592,,Pending
TXN000763,CASE0280,Timesheet,09/08/2023,46947,28.3,Overdue
TXN000764,CASE0353,Payment,13/02/2021,1153,,Pending
TXN000765,CASE0386,Expense,26/07/2023,45371,,Unpaid
TXN000766,CASE0276,Timesheet,14/12/2021,32119,39.3,Pending
TXN000767,CASE0412,Expense,04/09/2023,41156,,Pending
TXN000768,CASE0405,Timesheet,21/05/2023,1930,29.9,Overdue
TXN000769,CASE0385,Timesheet,23/09/2023,48404,17.6,Overdue
TXN000770,CASE0261,Timesheet,06/04/2022,47769,30.8,Paid
TXN000771,CASE0246,Timesheet,05/09/2023,45768,30.6,Unpaid
TXN000772,CASE0109,Invoice,26/06/2021,20261,,Unpaid
TXN000773,CASE0115,Timesheet,19/06/2022,9676,24.6,Unpaid
TXN000774,CASE0191,Invoice,04/03/2022,33697,,Pending
TXN000775,CASE0188,Other,27/06/2023,28557,,Pending
TXN000776,CASE0144,Invoice,18/03/2021,16378,,Paid
TXN000777,CASE0465,Expense,20/04/2021,3796,,Paid
TXN000778,CASE0130,Invoice,28/08/2023,28091,,Paid
TXN000779,CASE0049,Payment,27/08/2023,42621,,Pending
TXN000780,CASE0030,Expense,25/05/2022,30335,,Unpaid
TXN000781,CASE0185,Invoice,11/06/2022,8230,,Unpaid
TXN000782,CASE0255,Timesheet,30/10/2022,23681,13.3,Unpaid
TXN000783,CASE0434,Timesheet,13/02/2022,23750,11.6,Pending
TXN000784,CASE0378,Timesheet,15/09/2022,41418,32.2,Overdue
TXN000785,CASE0025,Payment,13/12/2023,4427,,Pending
TXN000786,CASE0369,Expense,25/02/2023,38701,,Overdue
TXN000787,CASE0423,Other,17/11/2022,15256,,Unpaid
TXN000788,CASE0264,Invoice,28/05/2021,21102,,Unpaid
TXN000789,CASE0024,Other,26/11/2023,48540,,Overdue
TXN000790,CASE0059,Invoice,25/12/2021,3868,,Paid
TXN000791,CASE0109,Other,16/09/2022,33239,,Pending
TXN000792,CASE0134,Other,09/04/2021,23690,,Paid
TXN000793,CASE0177,Invoice,04/04/2022,11852,,Unpaid
TXN000794,CASE0262,Payment,28/06/2021,35713,,Unpaid
TXN000795,CASE0143,Invoice,01/10/2023,19719,,Pending
TXN000796,CASE0100,Expense,07/09/2023,26071,,Overdue
TXN000797,CASE0291,Other,01/10/2022,38674,,Pending
TXN000798,CASE0198,Other,16/11/2023,28557,,Unpaid
TXN000799,CASE0092,Invoice,15/05/2022,38291,,Overdue
TXN000800,CASE0126,Expense,04/12/2022,16816,,Paid
TXN000801,CASE0020,Invoice,26/12/2021,35239,,Paid
TXN000802,CASE0172,Timesheet,12/03/2022,29131,22.6,Paid
TXN000803,CASE0010,Invoice,03/07/2021,31599,,Unpaid
TXN000804,CASE0478,Timesheet,31/03/2023,11149,13.1,Overdue
TXN000805,CASE0319,Timesheet,27/05/2021,34722,33.7,Overdue
TXN000806,CASE0065,Expense,03/07/2021,17289,,Unpaid
TXN000807,CASE0440,Expense,12/04/2023,29197,,Paid
TXN000808,CASE0070,Payment,20/06/2023,1084,,Paid
TXN000809,CASE0074,Timesheet,07/01/2022,41273,38.8,Unpaid
TXN000810,CASE0044,Expense,09/11/2021,33242,,Paid
TXN000811,CASE0298,Payment,25/03/2023,25206,,Unpaid
TXN000812,CASE0119,Invoice,27/03/2023,17393,,Overdue
TXN000813,CASE0152,Payment,22/06/2022,40564,,Paid
TXN000814,CASE0427,Expense,18/11/2023,29490,,Overdue
TXN000815,CASE0252,Invoice,02/05/2022,4428,,Unpaid
TXN000816,CASE0008,Timesheet,25/08/2021,20395,,Paid
TXN000817,CASE0351,Timesheet,22/07/2021,6845,,Overdue
TXN000818,CASE0458,Invoice,08/12/2021,44320,,Paid
TXN000819,CASE0101,Other,19/11/2023,47984,,Paid
TXN000820,CASE0359,Expense,26/12/2023,256,,Unpaid
TXN000821,CASE0128,Expense,05/09/2022,9375,,Overdue
TXN000822,CASE0082,Expense,17/07/2022,8464,,Pending
TXN000823,CASE0187,Other,26/04/2022,2004,,Unpaid
TXN000824,CASE0489,Invoice,06/09/2023,9986,,Overdue
TXN000825,CASE0056,Payment,04/07/2022,19974,,Paid
TXN000826,CASE0356,Payment,02/01/2022,33225,,Unpaid
TXN000827,CASE0164,Payment,17/12/2022,2122,,Unpaid
TXN000828,CASE0199,Expense,25/01/2023,31872,,Pending
TXN000829,CASE0293,Expense,10/06/2022,38134,,Paid
TXN000830,CASE0080,Invoice,08/05/2021,37435,,Pending
TXN000831,CASE0176,Other,08/08/2023,26260,,Pending
TXN000832,CASE0093,Invoice,31/12/2022,53,,Overdue
TXN000833,CASE0388,Invoice,14/01/2023,40461,,Paid
TXN000834,CASE0191,Other,25/10/2021,7292,,Paid
TXN000835,CASE0353,Expense,10/06/2023,12654,,Unpaid
TXN000836,CASE0387,Invoice,24/07/2021,6201,,Unpaid
TXN000837,CASE0080,Other,07/10/2023,19540,,Pending
TXN000838,CASE0274,Expense,05/10/2022,44363,,Unpaid
TXN000839,CASE0216,Payment,24/10/2021,29406,,Paid
TXN000840,CASE0036,Invoice,29/06/2023,48653,,Unpaid
TXN000841,CASE0334,Other,10/04/2023,22651,,Pending
TXN000842,CASE0168,Expense,06/01/2021,25651,,Paid
TXN000843,CASE0018,Expense,25/02/2023,7723,,Pending
TXN000844,CASE0072,Other,13/02/2022,33111,,Pending
TXN000845,CASE0156,Expense,03/05/2022,23519,,Unpaid
TXN000846,CASE0114,Other,31/07/2021,28136,,Overdue
